ZMO1_ZMO0001	ZCP4_1216	99.873	789	1	0	1	789	1	789	0.0	1610
ZMO1_ZMO0001	ZCP4_0049	43.890	802	430	8	1	784	1	800	0.0	638
ZMO1_ZMO0001	ZCP4_1669	42.770	816	434	8	1	784	1	815	0.0	627
ZMO1_ZMO0001	ZCP4_1224	42.821	801	440	8	1	785	1	799	0.0	607
ZMO1_ZMO0001	ZCP4_1627	37.748	151	81	5	39	187	77	216	2.07e-15	76.3
ZMO1_ZMO0001	ZCP4_1627	24.084	382	224	17	457	789	646	1010	2.15e-07	50.4
ZMO1_ZMO0001	ZCP4_0283	32.680	153	94	5	33	180	80	228	4.26e-11	62.4
ZMO1_ZMO0001	ZCP4_0337	22.970	505	293	22	28	514	74	500	4.96e-08	52.4
ZMO1_ZMO0001	ZCP4_1529	26.061	165	94	5	24	176	42	190	4.39e-04	39.3
ZMO1_ZMO0002	ZCP4_1215	99.191	371	3	0	1	371	1	371	0.0	743
ZMO1_ZMO0002	ZCP4_0718	27.419	372	244	10	12	371	24	381	3.27e-28	109
ZMO1_ZMO0002	ZCP4_0854	28.782	271	173	8	15	279	13	269	1.19e-18	82.4
ZMO1_ZMO0003	ZCP4_1214	99.524	210	1	0	1	210	1	210	2.44e-159	435
ZMO1_ZMO0004	ZCP4_1213	99.160	476	4	0	1	476	1	476	0.0	967
ZMO1_ZMO0004	ZCP4_0766	29.242	277	155	9	18	282	2	249	9.04e-23	95.9
ZMO1_ZMO0004	ZCP4_0557	26.761	142	92	2	31	172	13	142	4.09e-10	57.8
ZMO1_ZMO0004	ZCP4_1671	25.436	287	179	8	37	311	12	275	6.51e-10	57.0
ZMO1_ZMO0004	ZCP4_1425	27.703	148	83	4	31	173	10	138	2.35e-09	55.5
ZMO1_ZMO0004	ZCP4_0724	29.600	125	77	4	93	210	525	645	2.84e-07	48.9
ZMO1_ZMO0004	ZCP4_0767	29.204	113	65	3	37	149	19	116	2.48e-04	39.3
ZMO1_ZMO0005	ZCP4_1212	100.000	302	0	0	1	302	1	302	0.0	627
ZMO1_ZMO0005	ZCP4_1210	28.571	140	89	2	28	160	46	181	2.72e-10	55.5
ZMO1_ZMO0006	ZCP4_1211	99.575	471	2	0	1	471	1	471	0.0	956
ZMO1_ZMO0006	ZCP4_0068	41.736	242	134	2	210	444	25	266	6.86e-56	184
ZMO1_ZMO0007	ZCP4_1210	100.000	244	0	0	1	244	1	244	0.0	505
ZMO1_ZMO0007	ZCP4_1212	28.571	140	89	2	46	181	28	160	2.19e-10	55.5
ZMO1_ZMO0008	ZCP4_1209	99.825	570	1	0	1	570	1	570	0.0	1177
ZMO1_ZMO0009	ZCP4_1208	99.175	606	5	0	1	606	1	606	0.0	1243
ZMO1_ZMO0010	ZCP4_1207	99.153	236	2	0	1	236	1	236	6.88e-175	476
ZMO1_ZMO0012	ZCP4_1205	98.982	393	4	0	1	393	1	393	0.0	804
ZMO1_ZMO0012	ZCP4_1761	29.016	193	132	4	16	204	53	244	2.14e-23	97.4
ZMO1_ZMO0013	ZCP4_1204	100.000	209	0	0	1	209	1	209	3.68e-157	429
ZMO1_ZMO0014	ZCP4_1203	100.000	237	0	0	1	237	1	237	1.73e-175	478
ZMO1_ZMO0014	ZCP4_0729	24.490	245	157	9	2	236	313	539	1.21e-05	41.6
ZMO1_ZMO0015	ZCP4_1202	100.000	345	0	0	1	345	1	345	0.0	688
ZMO1_ZMO0016	ZCP4_1201	100.000	190	0	0	1	190	1	190	2.45e-139	382
ZMO1_ZMO0017	ZCP4_1200	99.359	468	3	0	1	468	1	468	0.0	944
ZMO1_ZMO0017	ZCP4_0031	30.120	249	139	7	233	462	173	405	1.55e-23	98.2
ZMO1_ZMO0018	ZCP4_1199	99.545	220	1	0	1	220	1	220	1.15e-163	446
ZMO1_ZMO0019	ZCP4_1198	99.660	588	2	0	1	588	1	588	0.0	1191
ZMO1_ZMO0020	ZCP4_1197	100.000	198	0	0	1	198	1	198	4.64e-149	408
ZMO1_ZMO0021	ZCP4_1196	99.792	480	1	0	1	480	1	480	0.0	1001
ZMO1_ZMO0022	ZCP4_1195	99.595	247	1	0	1	247	1	247	0.0	515
ZMO1_ZMO0023	ZCP4_1194	100.000	158	0	0	1	158	1	158	9.57e-116	320
ZMO1_ZMO0023	ZCP4_0822	29.134	127	90	0	6	132	3	129	1.51e-16	68.6
ZMO1_ZMO0023	ZCP4_0221	26.619	139	102	0	8	146	7	145	2.79e-14	62.8
ZMO1_ZMO0023	ZCP4_0901	28.906	128	83	3	8	131	7	130	4.14e-14	62.0
ZMO1_ZMO0023	ZCP4_1694	27.152	151	110	0	8	158	1	151	2.84e-13	59.7
ZMO1_ZMO0025	ZCP4_1193	99.676	309	1	0	1	309	1	309	0.0	608
ZMO1_ZMO0026	ZCP4_1192	98.730	315	4	0	1	315	1	315	0.0	635
ZMO1_ZMO0026	ZCP4_1105	40.072	277	160	1	1	277	1	271	4.64e-65	202
ZMO1_ZMO0026	ZCP4_1105	37.423	163	102	0	152	314	38	200	4.16e-29	108
ZMO1_ZMO0026	ZCP4_1106	40.714	280	163	2	37	313	98	377	2.26e-61	198
ZMO1_ZMO0026	ZCP4_1106	39.695	262	158	0	53	314	189	450	3.17e-59	192
ZMO1_ZMO0026	ZCP4_1106	41.991	231	134	0	45	275	217	447	3.56e-57	187
ZMO1_ZMO0026	ZCP4_1106	36.774	310	158	2	36	308	28	336	2.19e-54	180
ZMO1_ZMO0026	ZCP4_1106	42.593	54	31	0	44	97	396	449	4.15e-07	47.0
ZMO1_ZMO0026	ZCP4_1239	38.148	270	167	0	44	313	63	332	1.53e-59	190
ZMO1_ZMO0026	ZCP4_1239	35.521	259	167	0	56	314	39	297	1.14e-46	156
ZMO1_ZMO0026	ZCP4_1239	35.865	237	152	0	45	281	100	336	4.51e-42	144
ZMO1_ZMO0026	ZCP4_1239	32.468	154	104	0	161	314	36	189	3.44e-21	88.2
ZMO1_ZMO0026	ZCP4_1108	34.177	316	163	4	1	315	1	272	1.29e-50	165
ZMO1_ZMO0026	ZCP4_1100	41.284	218	126	1	94	311	7	222	6.67e-50	162
ZMO1_ZMO0026	ZCP4_1100	37.168	226	133	1	9	234	1	217	4.02e-46	152
