ZCP4_0001	ZMO1_ZMO1356	100.000	484	0	0	1	484	1	484	0.0	1004
ZCP4_0002	ZMO1_ZMO1355	99.678	621	2	0	1	621	1	621	0.0	1255
ZCP4_0002	ZMO1_ZMO0183	32.645	533	303	14	16	513	23	534	2.27e-75	247
ZCP4_0002	ZMO1_ZMO0183	29.661	236	141	5	6	240	332	543	2.28e-27	112
ZCP4_0002	ZMO1_ZMO0183	28.041	296	158	7	323	570	21	309	9.57e-24	101
ZCP4_0002	ZMO1_ZMO0111	28.594	647	382	14	1	621	5	597	7.22e-50	179
ZCP4_0002	ZMO1_ZMO0111	30.732	205	119	3	306	501	1	191	2.10e-19	87.8
ZCP4_0002	ZMO1_ZMO0981	23.519	591	339	17	1	541	3	530	3.76e-18	83.6
ZCP4_0002	ZMO1_ZMO1029	30.222	225	123	9	311	512	5	218	7.99e-13	65.5
ZCP4_0002	ZMO1_ZMO1029	24.268	239	138	7	2	226	5	214	2.48e-12	63.9
ZCP4_0002	ZMO1_ZMO1263	25.738	237	126	6	2	223	6	207	2.80e-12	62.8
ZCP4_0002	ZMO1_ZMO1263	28.000	200	135	5	311	502	6	204	1.59e-09	54.7
ZCP4_0002	ZMO1_ZMO0800	29.572	257	131	14	7	245	281	505	4.24e-12	65.1
ZCP4_0002	ZMO1_ZMO0800	27.684	177	118	3	2	178	12	178	6.48e-10	57.8
ZCP4_0002	ZMO1_ZMO0800	26.222	225	142	8	297	501	262	482	4.28e-07	48.9
ZCP4_0002	ZMO1_ZMO0800	25.243	206	131	5	320	503	21	225	3.05e-05	42.7
ZCP4_0002	ZMO1_ZMO0143	26.201	229	126	9	9	222	14	214	7.31e-11	59.7
ZCP4_0002	ZMO1_ZMO0143	24.597	248	129	7	323	542	19	236	8.12e-10	56.2
ZCP4_0002	ZMO1_ZMO0254	27.602	221	110	8	323	509	500	704	1.78e-10	59.7
ZCP4_0002	ZMO1_ZMO0254	27.273	220	126	8	17	223	503	701	2.92e-08	52.4
ZCP4_0002	ZMO1_ZMO0572	30.093	216	113	8	13	214	28	219	2.60e-10	58.5
ZCP4_0002	ZMO1_ZMO0572	24.883	213	137	7	307	497	9	220	6.31e-09	54.3
ZCP4_0002	ZMO1_ZMO0416	28.155	206	117	7	310	489	4	204	6.51e-10	55.8
ZCP4_0002	ZMO1_ZMO0416	23.894	226	128	8	12	219	16	215	3.08e-06	44.7
ZCP4_0002	ZMO1_ZMO0910	24.880	209	117	6	23	224	27	202	1.13e-08	52.0
ZCP4_0002	ZMO1_ZMO0910	25.000	176	125	4	322	493	17	189	9.19e-07	46.2
ZCP4_0002	ZMO1_ZMO1512	24.528	265	167	12	265	505	315	570	1.17e-08	53.5
ZCP4_0002	ZMO1_ZMO1512	24.551	167	109	5	16	178	371	524	2.62e-04	39.7
ZCP4_0002	ZMO1_ZMO1790	27.820	266	141	13	273	505	320	567	1.47e-08	53.1
ZCP4_0002	ZMO1_ZMO1790	29.752	242	133	14	17	243	369	588	1.74e-06	46.6
ZCP4_0002	ZMO1_ZMO1017	25.909	220	142	5	11	221	16	223	2.17e-08	51.6
ZCP4_0002	ZMO1_ZMO1017	37.349	83	48	2	429	507	145	227	1.45e-04	39.7
ZCP4_0002	ZMO1_ZMO0458	27.363	201	128	7	27	221	40	228	3.76e-08	50.4
ZCP4_0002	ZMO1_ZMO0458	25.352	213	128	10	319	505	23	230	7.54e-05	40.4
ZCP4_0002	ZMO1_ZMO0230	28.108	185	110	6	340	502	35	218	4.98e-08	50.4
ZCP4_0002	ZMO1_ZMO0230	25.110	227	137	10	5	222	18	220	1.38e-05	42.7
ZCP4_0002	ZMO1_ZMO1590	25.926	216	146	6	11	221	17	223	9.96e-08	49.3
ZCP4_0002	ZMO1_ZMO1590	23.556	225	133	6	309	502	6	222	3.07e-06	44.7
ZCP4_0002	ZMO1_ZMO0260	24.121	199	117	4	7	202	19	186	1.92e-07	48.1
ZCP4_0002	ZMO1_ZMO0260	25.714	175	103	5	322	483	25	185	6.36e-07	46.6
ZCP4_0002	ZMO1_ZMO0275	24.571	175	96	5	16	178	38	188	2.17e-07	48.5
ZCP4_0002	ZMO1_ZMO0275	23.148	216	138	7	311	503	24	234	2.41e-05	42.0
ZCP4_0002	ZMO1_ZMO1846	27.000	200	123	6	325	502	18	216	7.49e-06	43.5
ZCP4_0002	ZMO1_ZMO1846	26.457	223	126	7	15	221	17	217	1.07e-05	43.1
ZCP4_0002	ZMO1_ZMO1588	37.634	93	51	5	410	496	814	905	8.30e-06	44.7
ZCP4_0002	ZMO1_ZMO0425	26.733	202	112	8	321	489	15	213	2.23e-05	42.0
ZCP4_0002	ZMO1_ZMO0425	24.231	260	151	9	1	235	4	242	7.43e-05	40.4
ZCP4_0003	ZMO1_ZMO1354	99.454	366	2	0	1	366	1	366	0.0	734
ZCP4_0003	ZMO1_ZMO0166	28.333	180	110	5	197	362	1	175	4.26e-14	65.9
