# Program:featureCounts v2.0.6; Command:"featureCounts" "-p" "-B" "-C" "-P" "--fracOverlap" "0.5" "-T" "4" "-s" "2" "-a" "all.gff" "-t" "CDS" "-g" "locus_tag" "-o" "SRX6700176_cds.txt" "SRX6700176.bam" 
Geneid	Chr	Start	End	Strand	Length	SRX6700176.bam
ZMO2_RS00005	NZ_CP023677.1	147	2516	+	2370	1523
ZMO2_RS00010	NZ_CP023677.1	2538	3653	+	1116	1710
ZMO2_RS00015	NZ_CP023677.1	3697	4329	-	633	1356
ZMO2_RS00020	NZ_CP023677.1	4340	5770	-	1431	6785
ZMO2_RS00025	NZ_CP023677.1	5781	6689	-	909	7030
ZMO2_RS00030	NZ_CP023677.1	6700	8115	-	1416	5324
ZMO2_RS00035	NZ_CP023677.1	8386	9120	-	735	22905
ZMO2_RS00040	NZ_CP023677.1	9131	10843	-	1713	26608
ZMO2_RS00045	NZ_CP023677.1	10843	12663	-	1821	24495
ZMO2_RS00050	NZ_CP023677.1	13006	13716	+	711	2361
ZMO2_RS00055	NZ_CP023677.1	13757	14473	-	717	7029
ZMO2_RS00060	NZ_CP023677.1	14548	15729	-	1182	3026
ZMO2_RS00065	NZ_CP023677.1	15736	16365	-	630	3113
ZMO2_RS00070	NZ_CP023677.1	16367	17080	-	714	2876
ZMO2_RS00075	NZ_CP023677.1	17333	18370	+	1038	91704
ZMO2_RS00080	NZ_CP023677.1	18367	18939	+	573	75920
ZMO2_RS00085	NZ_CP023677.1	18995	20401	+	1407	27256
ZMO2_RS00090	NZ_CP023677.1	20553	21215	+	663	18702
ZMO2_RS00095	NZ_CP023677.1	21212	22978	+	1767	29115
ZMO2_RS00100	NZ_CP023677.1	23204	23800	-	597	12054
ZMO2_RS00105	NZ_CP023677.1	23797	25239	-	1443	34071
ZMO2_RS00110	NZ_CP023677.1	25239	25982	-	744	42309
ZMO2_RS00115	NZ_CP023677.1	26353	26829	-	477	1198
ZMO2_RS00120	NZ_CP023677.1	26925	27854	+	930	1671
ZMO2_RS00125	NZ_CP023677.1	28029	28976	+	948	2573
ZMO2_RS00130	NZ_CP023677.1	29293	30897	+	1605	28003
ZMO2_RS00135	NZ_CP023677.1	31083	32006	+	924	2985
