# Program:featureCounts v2.0.6; Command:"featureCounts" "-p" "-B" "-C" "-P" "--fracOverlap" "0.5" "-T" "4" "-s" "2" "-a" "all.gff" "-t" "CDS" "-g" "locus_tag" "-o" "SRX6700185_cds.txt" "SRX6700185.bam" 
Geneid	Chr	Start	End	Strand	Length	SRX6700185.bam
ZMO2_RS00005	NZ_CP023677.1	147	2516	+	2370	3936
ZMO2_RS00010	NZ_CP023677.1	2538	3653	+	1116	13147
ZMO2_RS00015	NZ_CP023677.1	3697	4329	-	633	553
ZMO2_RS00020	NZ_CP023677.1	4340	5770	-	1431	5760
ZMO2_RS00025	NZ_CP023677.1	5781	6689	-	909	4154
ZMO2_RS00030	NZ_CP023677.1	6700	8115	-	1416	5442
ZMO2_RS00035	NZ_CP023677.1	8386	9120	-	735	29487
ZMO2_RS00040	NZ_CP023677.1	9131	10843	-	1713	16636
ZMO2_RS00045	NZ_CP023677.1	10843	12663	-	1821	18374
ZMO2_RS00050	NZ_CP023677.1	13006	13716	+	711	4782
ZMO2_RS00055	NZ_CP023677.1	13757	14473	-	717	19146
ZMO2_RS00060	NZ_CP023677.1	14548	15729	-	1182	1178
ZMO2_RS00065	NZ_CP023677.1	15736	16365	-	630	1459
ZMO2_RS00070	NZ_CP023677.1	16367	17080	-	714	5682
ZMO2_RS00075	NZ_CP023677.1	17333	18370	+	1038	798843
ZMO2_RS00080	NZ_CP023677.1	18367	18939	+	573	536770
ZMO2_RS00085	NZ_CP023677.1	18995	20401	+	1407	124114
ZMO2_RS00090	NZ_CP023677.1	20553	21215	+	663	5935
ZMO2_RS00095	NZ_CP023677.1	21212	22978	+	1767	17009
ZMO2_RS00100	NZ_CP023677.1	23204	23800	-	597	4110
ZMO2_RS00105	NZ_CP023677.1	23797	25239	-	1443	13908
ZMO2_RS00110	NZ_CP023677.1	25239	25982	-	744	12322
ZMO2_RS00115	NZ_CP023677.1	26353	26829	-	477	5509
ZMO2_RS00120	NZ_CP023677.1	26925	27854	+	930	1279
ZMO2_RS00125	NZ_CP023677.1	28029	28976	+	948	1104
ZMO2_RS00130	NZ_CP023677.1	29293	30897	+	1605	7815
ZMO2_RS00135	NZ_CP023677.1	31083	32006	+	924	1763
ZMO2_RS00140	NZ_CP023677.1	32036	33766	-	1731	50290
ZMO2_RS00145	NZ_CP023677.1	34224	34631	+	408	9038
ZMO2_RS00150	NZ_CP023677.1	34635	37055	-	2421	11114
ZMO2_RS00155	NZ_CP023677.1	37403	37837	-	435	7293
ZMO2_RS00160	NZ_CP023677.1	38017	38619	+	603	10494
ZMO2_RS00165	NZ_CP023677.1	38623	38961	-	339	10427
ZMO2_RS00170	NZ_CP023677.1	38961	39422	-	462	29500
ZMO2_RS00175	NZ_CP023677.1	39623	40225	-	603	81949
ZMO2_RS00180	NZ_CP023677.1	40338	41042	-	705	6064
ZMO2_RS00185	NZ_CP023677.1	41050	41643	-	594	1981
ZMO2_RS00190	NZ_CP023677.1	41656	42537	-	882	4808
ZMO2_RS00195	NZ_CP023677.1	42534	43130	-	597	2082
ZMO2_RS00200	NZ_CP023677.1	43594	45351	+	1758	37868
ZMO2_RS00205	NZ_CP023677.1	45398	46003	-	606	379
ZMO2_RS00210	NZ_CP023677.1	46171	47082	+	912	3981
ZMO2_RS00215	NZ_CP023677.1	47274	48425	-	1152	2414
ZMO2_RS00220	NZ_CP023677.1	48422	49228	-	807	1644
ZMO2_RS00225	NZ_CP023677.1	49348	49857	+	510	794
ZMO2_RS00230	NZ_CP023677.1	49994	50779	-	786	1506
ZMO2_RS00235	NZ_CP023677.1	50969	52792	-	1824	34016
ZMO2_RS00240	NZ_CP023677.1	52878	53438	-	561	6591
ZMO2_RS00250	NZ_CP023677.1	53615	54763	+	1149	12181
ZMO2_RS00255	NZ_CP023677.1	54811	55080	-	270	767
ZMO2_RS00260	NZ_CP023677.1	55123	56424	-	1302	4476
ZMO2_RS00265	NZ_CP023677.1	56561	57529	-	969	5911
ZMO2_RS00270	NZ_CP023677.1	57796	59301	-	1506	12932
ZMO2_RS00280	NZ_CP023677.1	60237	61364	+	1128	7884
ZMO2_RS00285	NZ_CP023677.1	61630	62067	+	438	2007
ZMO2_RS00290	NZ_CP023677.1	62217	62864	+	648	7263
ZMO2_RS00295	NZ_CP023677.1	63125	64486	-	1362	63709
ZMO2_RS00300	NZ_CP023677.1	64495	65379	-	885	91100
ZMO2_RS00305	NZ_CP023677.1	65434	65964	-	531	9858
ZMO2_RS00310	NZ_CP023677.1	65951	67042	-	1092	17665
ZMO2_RS00315	NZ_CP023677.1	67151	68488	-	1338	5573
ZMO2_RS00320	NZ_CP023677.1	68586	69119	-	534	8778
ZMO2_RS00325	NZ_CP023677.1	69266	69631	-	366	4305
ZMO2_RS00330	NZ_CP023677.1	69776	70327	-	552	3558
ZMO2_RS00335	NZ_CP023677.1	70349	71407	-	1059	2942
ZMO2_RS00340	NZ_CP023677.1	71404	72276	-	873	4425
ZMO2_RS00345	NZ_CP023677.1	72273	74603	-	2331	32877
ZMO2_RS00350	NZ_CP023677.1	74614	74883	-	270	1133
ZMO2_RS00355	NZ_CP023677.1	75057	76370	-	1314	2230
ZMO2_RS00360	NZ_CP023677.1	76803	78920	-	2118	15990
ZMO2_RS00365	NZ_CP023677.1	79111	79593	-	483	3291
ZMO2_RS00370	NZ_CP023677.1	79719	80423	-	705	2031
ZMO2_RS00375	NZ_CP023677.1	80632	81324	-	693	672
ZMO2_RS00380	NZ_CP023677.1	81761	82558	-	798	8823
ZMO2_RS00385	NZ_CP023677.1	82881	83645	+	765	973
ZMO2_RS00390	NZ_CP023677.1	83861	84868	+	1008	4987
ZMO2_RS00395	NZ_CP023677.1	84951	85172	-	222	5126
ZMO2_RS00400	NZ_CP023677.1	85618	86169	-	552	11644
ZMO2_RS10030	NZ_CP023677.1	86168	86314	+	147	215
ZMO2_RS00410	NZ_CP023677.1	86671	87939	+	1269	3291
ZMO2_RS00415	NZ_CP023677.1	88004	88384	-	381	1899
ZMO2_RS00420	NZ_CP023677.1	88491	89555	+	1065	7440
ZMO2_RS00430	NZ_CP023677.1	89985	91547	+	1563	334405
ZMO2_RS00435	NZ_CP023677.1	91652	93106	+	1455	1500345
ZMO2_RS00440	NZ_CP023677.1	93103	93681	+	579	269173
ZMO2_RS00445	NZ_CP023677.1	93746	94555	-	810	6382
ZMO2_RS00450	NZ_CP023677.1	94613	94939	-	327	4437
ZMO2_RS00455	NZ_CP023677.1	95277	96716	+	1440	35390
ZMO2_RS00460	NZ_CP023677.1	96713	97702	+	990	30682
ZMO2_RS00465	NZ_CP023677.1	97849	99645	-	1797	7067
ZMO2_RS00470	NZ_CP023677.1	99841	100191	+	351	3271
ZMO2_RS00475	NZ_CP023677.1	100924	102387	+	1464	25031
ZMO2_RS00480	NZ_CP023677.1	102404	103015	+	612	5925
ZMO2_RS00485	NZ_CP023677.1	102981	103817	+	837	4274
ZMO2_RS00490	NZ_CP023677.1	104017	104454	+	438	9533
ZMO2_RS00495	NZ_CP023677.1	104521	106158	+	1638	48881
ZMO2_RS00500	NZ_CP023677.1	106317	107483	+	1167	18361
ZMO2_RS00505	NZ_CP023677.1	107644	108711	+	1068	54536
ZMO2_RS00510	NZ_CP023677.1	108979	110328	+	1350	40632
ZMO2_RS00515	NZ_CP023677.1	110518	110850	+	333	15707
ZMO2_RS00520	NZ_CP023677.1	111117	112700	-	1584	3764
ZMO2_RS00525	NZ_CP023677.1	112713	113186	-	474	3009
ZMO2_RS00535	NZ_CP023677.1	114593	115552	-	960	38810
ZMO2_RS00540	NZ_CP023677.1	115570	118062	-	2493	14883
ZMO2_RS00545	NZ_CP023677.1	118385	119179	-	795	1381
