# Program:featureCounts v2.0.6; Command:"featureCounts" "-p" "-B" "-C" "-P" "--fracOverlap" "0.5" "-T" "4" "-s" "2" "-a" "all.gff" "-t" "CDS" "-g" "locus_tag" "-o" "SRX18804545_cds.txt" "SRX18804545.bam" 
Geneid	Chr	Start	End	Strand	Length	SRX18804545.bam
ZMO1_ZMO0001	CP023715.1	147	2516	+	2370	1091
ZMO1_ZMO0002	CP023715.1	2538	3653	+	1116	984
ZMO1_ZMO0003	CP023715.1	3697	4329	-	633	1347
ZMO1_ZMO0004	CP023715.1	4340	5770	-	1431	5205
ZMO1_ZMO0005	CP023715.1	5781	6689	-	909	3933
ZMO1_ZMO0006	CP023715.1	6700	8115	-	1416	3128
ZMO1_ZMO0007	CP023715.1	8386	9120	-	735	5849
ZMO1_ZMO0008	CP023715.1	9131	10843	-	1713	12439
ZMO1_ZMO0009	CP023715.1	10843	12663	-	1821	13993
ZMO1_ZMO0010	CP023715.1	13006	13716	+	711	2013
ZMO1_ZMO0011	CP023715.1	13757	14371	-	615	3289
ZMO1_ZMO0012	CP023715.1	14548	15729	-	1182	893
ZMO1_ZMO0013	CP023715.1	15736	16365	-	630	995
ZMO1_ZMO0014	CP023715.1	16367	17080	-	714	2081
ZMO1_ZMO0015	CP023715.1	17333	18370	+	1038	81938
ZMO1_ZMO0016	CP023715.1	18367	18939	+	573	49791
ZMO1_ZMO0017	CP023715.1	18995	20401	+	1407	16440
ZMO1_ZMO0018	CP023715.1	20553	21215	+	663	1880
ZMO1_ZMO0019	CP023715.1	21212	22978	+	1767	3359
ZMO1_ZMO0020	CP023715.1	23204	23800	-	597	4753
ZMO1_ZMO0021	CP023715.1	23797	25239	-	1443	14859
ZMO1_ZMO0022	CP023715.1	25239	25982	-	744	9031
ZMO1_ZMO0023	CP023715.1	26353	26829	-	477	831
ZMO1_ZMO0025	CP023715.1	26925	27854	+	930	586
ZMO1_ZMO0026	CP023715.1	28029	28976	+	948	515
ZMO1_ZMO0027	CP023715.1	29293	30897	+	1605	4913
ZMO1_ZMO0028	CP023715.1	31083	32006	+	924	839
ZMO1_ZMO0029	CP023715.1	32036	33934	-	1899	11806
ZMO1_ZMO0030	CP023715.1	34224	34631	+	408	2732
ZMO1_ZMO0031	CP023715.1	34635	37055	-	2421	1540
ZMO1_ZMO0033	CP023715.1	37403	37837	-	435	1309
ZMO1_ZMO0035	CP023715.1	38017	38619	+	603	2656
ZMO1_ZMO0036	CP023715.1	38623	38961	-	339	2596
ZMO1_ZMO0037	CP023715.1	38961	39422	-	462	5215
ZMO1_ZMO0038	CP023715.1	39623	40225	-	603	24609
ZMO1_ZMO0039	CP023715.1	40338	41042	-	705	2970
ZMO1_ZMO0040	CP023715.1	41050	41643	-	594	409
ZMO1_ZMO0041	CP023715.1	41656	42537	-	882	1817
ZMO1_ZMO0043	CP023715.1	42534	43130	-	597	1426
ZMO1_ZMO0044	CP023715.1	43594	45351	+	1758	2747
ZMO1_ZMO0047	CP023715.1	45398	46003	-	606	237
ZMO1_ZMO0050	CP023715.1	46171	47082	+	912	804
ZMO1_ZMO0052	CP023715.1	47274	48425	-	1152	460
ZMO1_ZMO0053	CP023715.1	48422	49228	-	807	258
ZMO1_ZMO0054	CP023715.1	49348	49857	+	510	571
ZMO1_ZMO0055	CP023715.1	49994	50779	-	786	2945
ZMO1_ZMO0056	CP023715.1	50969	52792	-	1824	30772
ZMO1_ZMO0057	CP023715.1	52878	53438	-	561	2218
ZMO1_ZMO0059	CP023715.1	53615	54763	+	1149	3185
ZMO1_ZMO0060	CP023715.1	54811	55080	-	270	1045
ZMO1_ZMO0061	CP023715.1	55123	56424	-	1302	2940
ZMO1_ZMO0062	CP023715.1	56561	57529	-	969	5333
