# Program:featureCounts v2.0.6; Command:"featureCounts" "-p" "-B" "-C" "-P" "--fracOverlap" "0.5" "-T" "4" "-s" "2" "-a" "all.gff" "-t" "CDS" "-g" "locus_tag" "-o" "SRX6700177_cds.txt" "SRX6700177.bam" 
Geneid	Chr	Start	End	Strand	Length	SRX6700177.bam
ZMO1_ZMO0001	CP023715.1	147	2516	+	2370	1466
ZMO1_ZMO0002	CP023715.1	2538	3653	+	1116	2076
ZMO1_ZMO0003	CP023715.1	3697	4329	-	633	904
ZMO1_ZMO0004	CP023715.1	4340	5770	-	1431	4226
ZMO1_ZMO0005	CP023715.1	5781	6689	-	909	3184
ZMO1_ZMO0006	CP023715.1	6700	8115	-	1416	2835
ZMO1_ZMO0007	CP023715.1	8386	9120	-	735	13962
ZMO1_ZMO0008	CP023715.1	9131	10843	-	1713	15164
ZMO1_ZMO0009	CP023715.1	10843	12663	-	1821	11507
ZMO1_ZMO0010	CP023715.1	13006	13716	+	711	2542
ZMO1_ZMO0011	CP023715.1	13757	14371	-	615	4639
ZMO1_ZMO0012	CP023715.1	14548	15729	-	1182	1943
ZMO1_ZMO0013	CP023715.1	15736	16365	-	630	2527
ZMO1_ZMO0014	CP023715.1	16367	17080	-	714	2363
ZMO1_ZMO0015	CP023715.1	17333	18370	+	1038	162420
ZMO1_ZMO0016	CP023715.1	18367	18939	+	573	104750
ZMO1_ZMO0017	CP023715.1	18995	20401	+	1407	36515
ZMO1_ZMO0018	CP023715.1	20553	21215	+	663	7400
ZMO1_ZMO0019	CP023715.1	21212	22978	+	1767	14173
ZMO1_ZMO0020	CP023715.1	23204	23800	-	597	11264
ZMO1_ZMO0021	CP023715.1	23797	25239	-	1443	31329
ZMO1_ZMO0022	CP023715.1	25239	25982	-	744	40069
ZMO1_ZMO0023	CP023715.1	26353	26829	-	477	752
ZMO1_ZMO0025	CP023715.1	26925	27854	+	930	941
ZMO1_ZMO0026	CP023715.1	28029	28976	+	948	882
ZMO1_ZMO0027	CP023715.1	29293	30897	+	1605	11038
ZMO1_ZMO0028	CP023715.1	31083	32006	+	924	1760
ZMO1_ZMO0029	CP023715.1	32036	33934	-	1899	15916
ZMO1_ZMO0030	CP023715.1	34224	34631	+	408	4665
ZMO1_ZMO0031	CP023715.1	34635	37055	-	2421	14293
ZMO1_ZMO0033	CP023715.1	37403	37837	-	435	2108
ZMO1_ZMO0035	CP023715.1	38017	38619	+	603	10857
ZMO1_ZMO0036	CP023715.1	38623	38961	-	339	5436
ZMO1_ZMO0037	CP023715.1	38961	39422	-	462	21668
ZMO1_ZMO0038	CP023715.1	39623	40225	-	603	101827
ZMO1_ZMO0039	CP023715.1	40338	41042	-	705	14349
ZMO1_ZMO0040	CP023715.1	41050	41643	-	594	2478
ZMO1_ZMO0041	CP023715.1	41656	42537	-	882	4034
ZMO1_ZMO0043	CP023715.1	42534	43130	-	597	2645
ZMO1_ZMO0044	CP023715.1	43594	45351	+	1758	3986
ZMO1_ZMO0047	CP023715.1	45398	46003	-	606	132
ZMO1_ZMO0050	CP023715.1	46171	47082	+	912	1150
ZMO1_ZMO0052	CP023715.1	47274	48425	-	1152	1048
