# Program:featureCounts v2.0.6; Command:"featureCounts" "-p" "-B" "-C" "-P" "--fracOverlap" "0.5" "-T" "4" "-s" "2" "-a" "all.gff" "-t" "CDS" "-g" "locus_tag" "-o" "SRX3316534_cds.txt" "SRX3316534.bam" 
Geneid	Chr	Start	End	Strand	Length	SRX3316534.bam
ZMO1_ZMO0001	CP023715.1	147	2516	+	2370	907
ZMO1_ZMO0002	CP023715.1	2538	3653	+	1116	749
ZMO1_ZMO0003	CP023715.1	3697	4329	-	633	2737
ZMO1_ZMO0004	CP023715.1	4340	5770	-	1431	13233
ZMO1_ZMO0005	CP023715.1	5781	6689	-	909	12485
ZMO1_ZMO0006	CP023715.1	6700	8115	-	1416	6599
ZMO1_ZMO0007	CP023715.1	8386	9120	-	735	40809
ZMO1_ZMO0008	CP023715.1	9131	10843	-	1713	55739
ZMO1_ZMO0009	CP023715.1	10843	12663	-	1821	42446
ZMO1_ZMO0010	CP023715.1	13006	13716	+	711	2309
ZMO1_ZMO0011	CP023715.1	13757	14371	-	615	5848
ZMO1_ZMO0012	CP023715.1	14548	15729	-	1182	419
ZMO1_ZMO0013	CP023715.1	15736	16365	-	630	751
ZMO1_ZMO0014	CP023715.1	16367	17080	-	714	1253
ZMO1_ZMO0015	CP023715.1	17333	18370	+	1038	42663
ZMO1_ZMO0016	CP023715.1	18367	18939	+	573	46836
ZMO1_ZMO0017	CP023715.1	18995	20401	+	1407	12266
ZMO1_ZMO0018	CP023715.1	20553	21215	+	663	4259
ZMO1_ZMO0019	CP023715.1	21212	22978	+	1767	8791
ZMO1_ZMO0020	CP023715.1	23204	23800	-	597	1611
ZMO1_ZMO0021	CP023715.1	23797	25239	-	1443	7274
ZMO1_ZMO0022	CP023715.1	25239	25982	-	744	6382
ZMO1_ZMO0023	CP023715.1	26353	26829	-	477	1185
ZMO1_ZMO0025	CP023715.1	26925	27854	+	930	1283
ZMO1_ZMO0026	CP023715.1	28029	28976	+	948	474
ZMO1_ZMO0027	CP023715.1	29293	30897	+	1605	24619
ZMO1_ZMO0028	CP023715.1	31083	32006	+	924	1802
ZMO1_ZMO0029	CP023715.1	32036	33934	-	1899	8741
ZMO1_ZMO0030	CP023715.1	34224	34631	+	408	5213
ZMO1_ZMO0031	CP023715.1	34635	37055	-	2421	1994
ZMO1_ZMO0033	CP023715.1	37403	37837	-	435	1285
ZMO1_ZMO0035	CP023715.1	38017	38619	+	603	8338
ZMO1_ZMO0036	CP023715.1	38623	38961	-	339	2222
ZMO1_ZMO0037	CP023715.1	38961	39422	-	462	6396
ZMO1_ZMO0038	CP023715.1	39623	40225	-	603	57409
ZMO1_ZMO0039	CP023715.1	40338	41042	-	705	7847
ZMO1_ZMO0040	CP023715.1	41050	41643	-	594	692
ZMO1_ZMO0041	CP023715.1	41656	42537	-	882	3125
ZMO1_ZMO0043	CP023715.1	42534	43130	-	597	2596
ZMO1_ZMO0044	CP023715.1	43594	45351	+	1758	2878
ZMO1_ZMO0047	CP023715.1	45398	46003	-	606	86
ZMO1_ZMO0050	CP023715.1	46171	47082	+	912	925
ZMO1_ZMO0052	CP023715.1	47274	48425	-	1152	450
