# Program:featureCounts v2.0.6; Command:"featureCounts" "-p" "-B" "-C" "-P" "--fracOverlap" "0.5" "-T" "4" "-s" "2" "-a" "all.gff" "-t" "CDS" "-g" "locus_tag" "-o" "SRX14563846_cds.txt" "SRX14563846.bam" 
Geneid	Chr	Start	End	Strand	Length	SRX14563846.bam
ZMO1_ZMO0001	CP023715.1	147	2516	+	2370	257
ZMO1_ZMO0002	CP023715.1	2538	3653	+	1116	301
ZMO1_ZMO0003	CP023715.1	3697	4329	-	633	3909
ZMO1_ZMO0004	CP023715.1	4340	5770	-	1431	16051
ZMO1_ZMO0005	CP023715.1	5781	6689	-	909	10353
ZMO1_ZMO0006	CP023715.1	6700	8115	-	1416	3560
ZMO1_ZMO0007	CP023715.1	8386	9120	-	735	7587
ZMO1_ZMO0008	CP023715.1	9131	10843	-	1713	29556
ZMO1_ZMO0009	CP023715.1	10843	12663	-	1821	32074
ZMO1_ZMO0010	CP023715.1	13006	13716	+	711	134
ZMO1_ZMO0011	CP023715.1	13757	14371	-	615	1308
ZMO1_ZMO0012	CP023715.1	14548	15729	-	1182	1541
ZMO1_ZMO0013	CP023715.1	15736	16365	-	630	2581
ZMO1_ZMO0014	CP023715.1	16367	17080	-	714	4420
ZMO1_ZMO0015	CP023715.1	17333	18370	+	1038	12877
ZMO1_ZMO0016	CP023715.1	18367	18939	+	573	13988
ZMO1_ZMO0017	CP023715.1	18995	20401	+	1407	9901
ZMO1_ZMO0018	CP023715.1	20553	21215	+	663	10931
ZMO1_ZMO0019	CP023715.1	21212	22978	+	1767	7185
ZMO1_ZMO0020	CP023715.1	23204	23800	-	597	7750
ZMO1_ZMO0021	CP023715.1	23797	25239	-	1443	17810
ZMO1_ZMO0022	CP023715.1	25239	25982	-	744	17835
ZMO1_ZMO0023	CP023715.1	26353	26829	-	477	186
ZMO1_ZMO0025	CP023715.1	26925	27854	+	930	580
ZMO1_ZMO0026	CP023715.1	28029	28976	+	948	636
ZMO1_ZMO0027	CP023715.1	29293	30897	+	1605	25200
ZMO1_ZMO0028	CP023715.1	31083	32006	+	924	1123
ZMO1_ZMO0029	CP023715.1	32036	33934	-	1899	1280
ZMO1_ZMO0030	CP023715.1	34224	34631	+	408	1230
ZMO1_ZMO0031	CP023715.1	34635	37055	-	2421	775
ZMO1_ZMO0033	CP023715.1	37403	37837	-	435	372
ZMO1_ZMO0035	CP023715.1	38017	38619	+	603	3044
ZMO1_ZMO0036	CP023715.1	38623	38961	-	339	3325
ZMO1_ZMO0037	CP023715.1	38961	39422	-	462	11073
ZMO1_ZMO0038	CP023715.1	39623	40225	-	603	88133
ZMO1_ZMO0039	CP023715.1	40338	41042	-	705	2960
ZMO1_ZMO0040	CP023715.1	41050	41643	-	594	948
ZMO1_ZMO0041	CP023715.1	41656	42537	-	882	5224
ZMO1_ZMO0043	CP023715.1	42534	43130	-	597	874
ZMO1_ZMO0044	CP023715.1	43594	45351	+	1758	752
ZMO1_ZMO0047	CP023715.1	45398	46003	-	606	12
ZMO1_ZMO0050	CP023715.1	46171	47082	+	912	240
ZMO1_ZMO0052	CP023715.1	47274	48425	-	1152	407
ZMO1_ZMO0053	CP023715.1	48422	49228	-	807	410
ZMO1_ZMO0054	CP023715.1	49348	49857	+	510	338
ZMO1_ZMO0055	CP023715.1	49994	50779	-	786	760
ZMO1_ZMO0056	CP023715.1	50969	52792	-	1824	19365
ZMO1_ZMO0057	CP023715.1	52878	53438	-	561	7875
ZMO1_ZMO0059	CP023715.1	53615	54763	+	1149	1277
ZMO1_ZMO0060	CP023715.1	54811	55080	-	270	375
ZMO1_ZMO0061	CP023715.1	55123	56424	-	1302	10886
ZMO1_ZMO0062	CP023715.1	56561	57529	-	969	12575
ZMO1_ZMO0064	CP023715.1	57796	59457	-	1662	6329
ZMO1_ZMO0066	CP023715.1	59627	59896	+	270	0
ZMO1_ZMO0068	CP023715.1	60237	61364	+	1128	2101
ZMO1_ZMO0069	CP023715.1	61630	62067	+	438	153
ZMO1_ZMO0070	CP023715.1	62217	62864	+	648	6036
ZMO1_ZMO0072	CP023715.1	63125	64486	-	1362	11103
ZMO1_ZMO0073	CP023715.1	64495	65379	-	885	3285
ZMO1_ZMO0074	CP023715.1	65434	65964	-	531	1481
ZMO1_ZMO0075	CP023715.1	65951	67042	-	1092	13660
ZMO1_ZMO0077	CP023715.1	67151	68488	-	1338	10009
ZMO1_ZMO0078	CP023715.1	68586	69119	-	534	5578
ZMO1_ZMO0079	CP023715.1	69266	69631	-	366	3635
ZMO1_ZMO0080	CP023715.1	69776	70327	-	552	1970
ZMO1_ZMO0081	CP023715.1	70349	71407	-	1059	2853
ZMO1_ZMO0082	CP023715.1	71404	72276	-	873	398
ZMO1_ZMO0083	CP023715.1	72273	74603	-	2331	3474
ZMO1_ZMO0084	CP023715.1	74614	74883	-	270	540
ZMO1_ZMO0085	CP023715.1	75057	76370	-	1314	1339
ZMO1_ZMO0086	CP023715.1	76803	78968	-	2166	7608
ZMO1_ZMO0087	CP023715.1	79111	79593	-	483	610
ZMO1_ZMO0088	CP023715.1	79719	80423	-	705	53
ZMO1_ZMO0089	CP023715.1	80632	81324	-	693	28
ZMO1_ZMO0090	CP023715.1	81761	82558	-	798	34961
ZMO1_ZMO0091	CP023715.1	82625	82780	+	156	6
ZMO1_ZMO0092	CP023715.1	82881	83645	+	765	885
ZMO1_ZMO0094	CP023715.1	83861	84868	+	1008	5330
ZMO1_ZMO0095	CP023715.1	84951	85172	-	222	285
ZMO1_ZMO0096	CP023715.1	85618	86169	-	552	3648
ZMO1_ZMO2042	CP023715.1	86442	86648	+	207	0
ZMO1_ZMO0099	CP023715.1	86671	87939	+	1269	786
ZMO1_ZMO0100	CP023715.1	88004	88384	-	381	106
ZMO1_ZMO0101	CP023715.1	88491	89555	+	1065	2237
ZMO1_ZMO0102	CP023715.1	89582	89773	+	192	76
ZMO1_ZMO0103	CP023715.1	89985	91547	+	1563	11178
ZMO1_ZMO0105	CP023715.1	91652	93106	+	1455	25904
ZMO1_ZMO0106	CP023715.1	93103	93681	+	579	5411
ZMO1_ZMO0107	CP023715.1	93746	94555	-	810	2453
ZMO1_ZMO0108	CP023715.1	94613	94939	-	327	2713
ZMO1_ZMO0109	CP023715.1	95277	96716	+	1440	6763
ZMO1_ZMO0110	CP023715.1	96713	97702	+	990	2761
ZMO1_ZMO0111	CP023715.1	97849	99645	-	1797	6434
ZMO1_ZMO0112	CP023715.1	99841	100191	+	351	216
ZMO1_ZMO0113	CP023715.1	100924	102387	+	1464	35965
ZMO1_ZMO0114	CP023715.1	102404	103015	+	612	8530
ZMO1_ZMO0115	CP023715.1	102981	103817	+	837	6302
ZMO1_ZMO0116	CP023715.1	104017	104454	+	438	1651
ZMO1_ZMO0117	CP023715.1	104521	106158	+	1638	4751
ZMO1_ZMO0119	CP023715.1	106317	107483	+	1167	220
ZMO1_ZMO0120	CP023715.1	107644	108711	+	1068	11503
ZMO1_ZMO0121	CP023715.1	108979	110328	+	1350	3105
ZMO1_ZMO0122	CP023715.1	110563	110850	+	288	18667
ZMO1_ZMO0124	CP023715.1	111117	112700	-	1584	4358
ZMO1_ZMO0125	CP023715.1	112713	113186	-	474	2439
ZMO1_ZMO0127	CP023715.1	114593	115552	-	960	8215
ZMO1_ZMO0128	CP023715.1	115570	118062	-	2493	6649
ZMO1_ZMO0130	CP023715.1	118385	119179	-	795	1391
ZMO1_ZMO0131	CP023715.1	119337	120281	-	945	2748
ZMO1_ZMO0132	CP023715.1	120789	121607	+	819	318
ZMO1_ZMO0133	CP023715.1	121838	122560	+	723	421
ZMO1_ZMO2040	CP023715.1	122793	124106	+	1314	158
ZMO1_ZMO2041	CP023715.1	124244	125068	+	825	11738
ZMO1_ZMO0134	CP023715.1	125251	125751	+	501	31
ZMO1_ZMO0135	CP023715.1	125859	126560	+	702	181
ZMO1_ZMO0136	CP023715.1	126654	127370	+	717	159
ZMO1_ZMO0137	CP023715.1	127570	128826	+	1257	1329
ZMO1_ZMO0139	CP023715.1	128986	129816	-	831	2711
ZMO1_ZMO0140	CP023715.1	129882	130361	-	480	1612
ZMO1_ZMO0142	CP023715.1	130700	131398	+	699	10875
ZMO1_ZMO0143	CP023715.1	131416	132375	+	960	16244
ZMO1_ZMO0144	CP023715.1	132440	134032	+	1593	19613
ZMO1_ZMO0145	CP023715.1	134055	135728	+	1674	3902
ZMO1_ZMO0148	CP023715.1	136393	137199	-	807	8843
ZMO1_ZMO0149	CP023715.1	137384	138079	-	696	4769
ZMO1_ZMO0150	CP023715.1	138159	138785	-	627	1782
ZMO1_ZMO0152	CP023715.1	139052	140479	-	1428	724276
ZMO1_ZMO2043	CP023715.1	140799	141038	+	240	1440
ZMO1_ZMO0153	CP023715.1	141493	142242	+	750	20684
ZMO1_ZMO0154	CP023715.1	142277	142780	+	504	3422
ZMO1_ZMO0155	CP023715.1	142822	143463	+	642	832
ZMO1_ZMO0156	CP023715.1	143523	143885	-	363	1311
ZMO1_ZMO0157	CP023715.1	144094	145023	-	930	6170
ZMO1_ZMO0158	CP023715.1	145169	146212	+	1044	2497
ZMO1_ZMO0160	CP023715.1	146392	146892	+	501	6849
ZMO1_ZMO0161	CP023715.1	146900	147610	+	711	11226
ZMO1_ZMO0162	CP023715.1	147610	148137	+	528	6255
ZMO1_ZMO0164	CP023715.1	148147	149226	+	1080	16987
ZMO1_ZMO0165	CP023715.1	149280	150656	+	1377	58197
ZMO1_ZMO0166	CP023715.1	150783	151313	+	531	200623
ZMO1_ZMO2000	CP023715.1	152523	152939	-	417	58
ZMO1_ZMO0169	CP023715.1	153232	153975	-	744	9124
ZMO1_ZMO2044	CP023715.1	154131	154574	+	444	236
ZMO1_ZMO0172	CP023715.1	157812	159626	+	1815	26859
ZMO1_ZMO0173	CP023715.1	160144	160545	-	402	1639
ZMO1_ZMO0174	CP023715.1	160738	161130	-	393	1302
ZMO1_ZMO0175	CP023715.1	161341	161622	-	282	57
ZMO1_ZMO0176	CP023715.1	161837	163828	+	1992	72154
ZMO1_ZMO0177	CP023715.1	163878	164891	+	1014	702170
ZMO1_ZMO0178	CP023715.1	165114	166307	+	1194	156907
ZMO1_ZMO0179	CP023715.1	167076	167990	+	915	11760
ZMO1_ZMO0180	CP023715.1	168147	169280	-	1134	25011
ZMO1_ZMO0182	CP023715.1	169658	171052	+	1395	14055
ZMO1_ZMO0183	CP023715.1	171346	173028	-	1683	25524
ZMO1_ZMO0184	CP023715.1	173737	173976	+	240	56267
ZMO1_ZMO0186	CP023715.1	174197	175747	+	1551	19693
ZMO1_ZMO0187	CP023715.1	175840	177168	+	1329	30956
ZMO1_ZMO0188	CP023715.1	177747	180113	+	2367	3870
ZMO1_ZMO0189	CP023715.1	180139	181500	-	1362	3893
ZMO1_ZMO0190	CP023715.1	181591	182508	-	918	1565
ZMO1_ZMO0191	CP023715.1	182842	183621	-	780	1996
ZMO1_ZMO0192	CP023715.1	183652	185010	-	1359	1578
ZMO1_ZMO0193	CP023715.1	185346	188084	-	2739	43375
ZMO1_ZMO0195	CP023715.1	188615	189634	+	1020	1187
ZMO1_ZMO0197	CP023715.1	189846	192425	+	2580	4911
ZMO1_ZMO0198	CP023715.1	192536	193663	+	1128	8321
ZMO1_ZMO0199	CP023715.1	193716	194369	-	654	3674
ZMO1_ZMO0200	CP023715.1	194535	195560	-	1026	9463
ZMO1_ZMO0201	CP023715.1	195587	196171	-	585	8822
ZMO1_ZMO0202	CP023715.1	197164	199056	+	1893	10751
ZMO1_ZMO0203	CP023715.1	199098	199547	-	450	763
ZMO1_ZMO0204	CP023715.1	199614	200246	+	633	814
ZMO1_ZMO0205	CP023715.1	200250	201173	-	924	5397
ZMO1_ZMO0206	CP023715.1	201170	202363	-	1194	10028
ZMO1_ZMO0207	CP023715.1	202348	203391	-	1044	13133
ZMO1_ZMO0208	CP023715.1	203483	204091	-	609	46308
ZMO1_ZMO0209	CP023715.1	204284	204553	-	270	29048
ZMO1_ZMO0211	CP023715.1	204686	205060	-	375	109225
ZMO1_ZMO0213	CP023715.1	205298	208678	-	3381	982
ZMO1_ZMO0214	CP023715.1	208984	210438	-	1455	1392
ZMO1_ZMO0215	CP023715.1	210663	211313	+	651	1583
ZMO1_ZMO0216	CP023715.1	211393	212964	-	1572	2695
ZMO1_ZMO0219	CP023715.1	213317	216148	+	2832	3539
ZMO1_ZMO0220	CP023715.1	216380	216718	+	339	23372
ZMO1_ZMO0221	CP023715.1	217047	217601	+	555	13608
ZMO1_ZMO0222	CP023715.1	217815	218114	+	300	389
ZMO1_ZMO0223	CP023715.1	218194	218955	+	762	568
ZMO1_ZMO0224	CP023715.1	218964	219611	-	648	1512
ZMO1_ZMO0225	CP023715.1	219611	220732	-	1122	3145
ZMO1_ZMO0226	CP023715.1	221111	221860	+	750	5132
ZMO1_ZMO0227	CP023715.1	221876	224641	+	2766	8230
ZMO1_ZMO0228	CP023715.1	224638	226185	+	1548	2113
ZMO1_ZMO0229	CP023715.1	226190	227215	+	1026	884
ZMO1_ZMO0230	CP023715.1	227212	227997	+	786	299
ZMO1_ZMO0231	CP023715.1	228223	228771	+	549	2202
ZMO1_ZMO0232	CP023715.1	228888	229637	-	750	7893
ZMO1_ZMO0233	CP023715.1	230210	230596	-	387	307
ZMO1_ZMO0234	CP023715.1	230689	232263	-	1575	57446
ZMO1_ZMO0236	CP023715.1	232800	233828	+	1029	4179
ZMO1_ZMO2046	CP023715.1	234003	234263	-	261	6
