# Program:featureCounts v2.0.6; Command:"featureCounts" "-p" "-B" "-C" "-P" "--fracOverlap" "0.5" "-T" "4" "-s" "2" "-a" "all.gff" "-t" "CDS" "-g" "locus_tag" "-o" "SRX3316755_cds.txt" "SRX3316755.bam" 
Geneid	Chr	Start	End	Strand	Length	SRX3316755.bam
ZMO1_ZMO0001	CP023715.1	147	2516	+	2370	551
ZMO1_ZMO0002	CP023715.1	2538	3653	+	1116	282
ZMO1_ZMO0003	CP023715.1	3697	4329	-	633	619
ZMO1_ZMO0004	CP023715.1	4340	5770	-	1431	2650
ZMO1_ZMO0005	CP023715.1	5781	6689	-	909	3074
ZMO1_ZMO0006	CP023715.1	6700	8115	-	1416	4047
ZMO1_ZMO0007	CP023715.1	8386	9120	-	735	5055
ZMO1_ZMO0008	CP023715.1	9131	10843	-	1713	14843
ZMO1_ZMO0009	CP023715.1	10843	12663	-	1821	14068
ZMO1_ZMO0010	CP023715.1	13006	13716	+	711	743
ZMO1_ZMO0011	CP023715.1	13757	14371	-	615	13
ZMO1_ZMO0012	CP023715.1	14548	15729	-	1182	422
ZMO1_ZMO0013	CP023715.1	15736	16365	-	630	2054
ZMO1_ZMO0014	CP023715.1	16367	17080	-	714	3898
ZMO1_ZMO0015	CP023715.1	17333	18370	+	1038	14214
ZMO1_ZMO0016	CP023715.1	18367	18939	+	573	18438
ZMO1_ZMO0017	CP023715.1	18995	20401	+	1407	10997
ZMO1_ZMO0018	CP023715.1	20553	21215	+	663	6560
ZMO1_ZMO0019	CP023715.1	21212	22978	+	1767	12509
ZMO1_ZMO0020	CP023715.1	23204	23800	-	597	189
ZMO1_ZMO0021	CP023715.1	23797	25239	-	1443	1251
ZMO1_ZMO0022	CP023715.1	25239	25982	-	744	1203
ZMO1_ZMO0023	CP023715.1	26353	26829	-	477	1004
ZMO1_ZMO0025	CP023715.1	26925	27854	+	930	1588
ZMO1_ZMO0026	CP023715.1	28029	28976	+	948	1286
ZMO1_ZMO0027	CP023715.1	29293	30897	+	1605	38348
ZMO1_ZMO0028	CP023715.1	31083	32006	+	924	1556
ZMO1_ZMO0029	CP023715.1	32036	33934	-	1899	1896
ZMO1_ZMO0030	CP023715.1	34224	34631	+	408	8
ZMO1_ZMO0031	CP023715.1	34635	37055	-	2421	312
ZMO1_ZMO0033	CP023715.1	37403	37837	-	435	1698
ZMO1_ZMO0035	CP023715.1	38017	38619	+	603	5134
ZMO1_ZMO0036	CP023715.1	38623	38961	-	339	1621
ZMO1_ZMO0037	CP023715.1	38961	39422	-	462	3442
ZMO1_ZMO0038	CP023715.1	39623	40225	-	603	17432
ZMO1_ZMO0039	CP023715.1	40338	41042	-	705	3683
ZMO1_ZMO0040	CP023715.1	41050	41643	-	594	956
ZMO1_ZMO0041	CP023715.1	41656	42537	-	882	2564
ZMO1_ZMO0043	CP023715.1	42534	43130	-	597	941
ZMO1_ZMO0044	CP023715.1	43594	45351	+	1758	998
ZMO1_ZMO0047	CP023715.1	45398	46003	-	606	152
ZMO1_ZMO0050	CP023715.1	46171	47082	+	912	621
ZMO1_ZMO0052	CP023715.1	47274	48425	-	1152	181
ZMO1_ZMO0053	CP023715.1	48422	49228	-	807	252
ZMO1_ZMO0054	CP023715.1	49348	49857	+	510	749
ZMO1_ZMO0055	CP023715.1	49994	50779	-	786	337
ZMO1_ZMO0056	CP023715.1	50969	52792	-	1824	14871
ZMO1_ZMO0057	CP023715.1	52878	53438	-	561	4188
ZMO1_ZMO0059	CP023715.1	53615	54763	+	1149	465
ZMO1_ZMO0060	CP023715.1	54811	55080	-	270	4528
ZMO1_ZMO0061	CP023715.1	55123	56424	-	1302	7344
ZMO1_ZMO0062	CP023715.1	56561	57529	-	969	6958
ZMO1_ZMO0064	CP023715.1	57796	59457	-	1662	1292
ZMO1_ZMO0066	CP023715.1	59627	59896	+	270	3
ZMO1_ZMO0068	CP023715.1	60237	61364	+	1128	8654
ZMO1_ZMO0069	CP023715.1	61630	62067	+	438	1145
ZMO1_ZMO0070	CP023715.1	62217	62864	+	648	7139
ZMO1_ZMO0072	CP023715.1	63125	64486	-	1362	12658
ZMO1_ZMO0073	CP023715.1	64495	65379	-	885	12224
ZMO1_ZMO0074	CP023715.1	65434	65964	-	531	6230
ZMO1_ZMO0075	CP023715.1	65951	67042	-	1092	14618
ZMO1_ZMO0077	CP023715.1	67151	68488	-	1338	22508
ZMO1_ZMO0078	CP023715.1	68586	69119	-	534	17702
ZMO1_ZMO0079	CP023715.1	69266	69631	-	366	12834
ZMO1_ZMO0080	CP023715.1	69776	70327	-	552	5289
ZMO1_ZMO0081	CP023715.1	70349	71407	-	1059	8104
ZMO1_ZMO0082	CP023715.1	71404	72276	-	873	5200
ZMO1_ZMO0083	CP023715.1	72273	74603	-	2331	19917
ZMO1_ZMO0084	CP023715.1	74614	74883	-	270	4741
ZMO1_ZMO0085	CP023715.1	75057	76370	-	1314	12887
ZMO1_ZMO0086	CP023715.1	76803	78968	-	2166	9540
ZMO1_ZMO0087	CP023715.1	79111	79593	-	483	539
ZMO1_ZMO0088	CP023715.1	79719	80423	-	705	31
ZMO1_ZMO0089	CP023715.1	80632	81324	-	693	0
ZMO1_ZMO0090	CP023715.1	81761	82558	-	798	13441
ZMO1_ZMO0091	CP023715.1	82625	82780	+	156	2
ZMO1_ZMO0092	CP023715.1	82881	83645	+	765	3605
ZMO1_ZMO0094	CP023715.1	83861	84868	+	1008	21485
ZMO1_ZMO0095	CP023715.1	84951	85172	-	222	681
ZMO1_ZMO0096	CP023715.1	85618	86169	-	552	6268
ZMO1_ZMO2042	CP023715.1	86442	86648	+	207	10
ZMO1_ZMO0099	CP023715.1	86671	87939	+	1269	4133
ZMO1_ZMO0100	CP023715.1	88004	88384	-	381	462
ZMO1_ZMO0101	CP023715.1	88491	89555	+	1065	1716
ZMO1_ZMO0102	CP023715.1	89582	89773	+	192	53
ZMO1_ZMO0103	CP023715.1	89985	91547	+	1563	11904
ZMO1_ZMO0105	CP023715.1	91652	93106	+	1455	8093
