# Program:featureCounts v2.0.6; Command:"featureCounts" "-p" "-B" "-C" "-P" "--fracOverlap" "0.5" "-T" "4" "-s" "2" "-a" "all.gff" "-t" "CDS" "-g" "locus_tag" "-o" "SRX3316530_cds.txt" "SRX3316530.bam" 
Geneid	Chr	Start	End	Strand	Length	SRX3316530.bam
ZMO1_ZMO0001	CP023715.1	147	2516	+	2370	595
ZMO1_ZMO0002	CP023715.1	2538	3653	+	1116	1129
ZMO1_ZMO0003	CP023715.1	3697	4329	-	633	1084
ZMO1_ZMO0004	CP023715.1	4340	5770	-	1431	4765
ZMO1_ZMO0005	CP023715.1	5781	6689	-	909	3700
ZMO1_ZMO0006	CP023715.1	6700	8115	-	1416	4363
ZMO1_ZMO0007	CP023715.1	8386	9120	-	735	8420
ZMO1_ZMO0008	CP023715.1	9131	10843	-	1713	16290
ZMO1_ZMO0009	CP023715.1	10843	12663	-	1821	16056
ZMO1_ZMO0010	CP023715.1	13006	13716	+	711	912
ZMO1_ZMO0011	CP023715.1	13757	14371	-	615	3304
ZMO1_ZMO0012	CP023715.1	14548	15729	-	1182	1151
ZMO1_ZMO0013	CP023715.1	15736	16365	-	630	2106
ZMO1_ZMO0014	CP023715.1	16367	17080	-	714	3114
ZMO1_ZMO0015	CP023715.1	17333	18370	+	1038	19455
ZMO1_ZMO0016	CP023715.1	18367	18939	+	573	15090
ZMO1_ZMO0017	CP023715.1	18995	20401	+	1407	13571
ZMO1_ZMO0018	CP023715.1	20553	21215	+	663	6443
ZMO1_ZMO0019	CP023715.1	21212	22978	+	1767	14002
ZMO1_ZMO0020	CP023715.1	23204	23800	-	597	2677
ZMO1_ZMO0021	CP023715.1	23797	25239	-	1443	13161
ZMO1_ZMO0022	CP023715.1	25239	25982	-	744	15644
ZMO1_ZMO0023	CP023715.1	26353	26829	-	477	854
ZMO1_ZMO0025	CP023715.1	26925	27854	+	930	1307
ZMO1_ZMO0026	CP023715.1	28029	28976	+	948	865
ZMO1_ZMO0027	CP023715.1	29293	30897	+	1605	41445
ZMO1_ZMO0028	CP023715.1	31083	32006	+	924	3145
ZMO1_ZMO0029	CP023715.1	32036	33934	-	1899	3984
ZMO1_ZMO0030	CP023715.1	34224	34631	+	408	3802
ZMO1_ZMO0031	CP023715.1	34635	37055	-	2421	2003
ZMO1_ZMO0033	CP023715.1	37403	37837	-	435	1785
ZMO1_ZMO0035	CP023715.1	38017	38619	+	603	3299
ZMO1_ZMO0036	CP023715.1	38623	38961	-	339	905
ZMO1_ZMO0037	CP023715.1	38961	39422	-	462	2016
ZMO1_ZMO0038	CP023715.1	39623	40225	-	603	9897
ZMO1_ZMO0039	CP023715.1	40338	41042	-	705	5601
ZMO1_ZMO0040	CP023715.1	41050	41643	-	594	660
ZMO1_ZMO0041	CP023715.1	41656	42537	-	882	2983
ZMO1_ZMO0043	CP023715.1	42534	43130	-	597	1430
ZMO1_ZMO0044	CP023715.1	43594	45351	+	1758	2140
ZMO1_ZMO0047	CP023715.1	45398	46003	-	606	36
ZMO1_ZMO0050	CP023715.1	46171	47082	+	912	551
ZMO1_ZMO0052	CP023715.1	47274	48425	-	1152	475
ZMO1_ZMO0053	CP023715.1	48422	49228	-	807	351
ZMO1_ZMO0054	CP023715.1	49348	49857	+	510	1165
ZMO1_ZMO0055	CP023715.1	49994	50779	-	786	579
