# Program:featureCounts v2.0.6; Command:"featureCounts" "-p" "-B" "-C" "-P" "--fracOverlap" "0.5" "-T" "4" "-s" "2" "-a" "all.gff" "-t" "CDS" "-g" "locus_tag" "-o" "SRX6700179_cds.txt" "SRX6700179.bam" 
Geneid	Chr	Start	End	Strand	Length	SRX6700179.bam
ZMO1_ZMO0001	CP023715.1	147	2516	+	2370	1472
ZMO1_ZMO0002	CP023715.1	2538	3653	+	1116	1709
ZMO1_ZMO0003	CP023715.1	3697	4329	-	633	1237
ZMO1_ZMO0004	CP023715.1	4340	5770	-	1431	5367
ZMO1_ZMO0005	CP023715.1	5781	6689	-	909	3821
ZMO1_ZMO0006	CP023715.1	6700	8115	-	1416	3351
ZMO1_ZMO0007	CP023715.1	8386	9120	-	735	15300
ZMO1_ZMO0008	CP023715.1	9131	10843	-	1713	19297
ZMO1_ZMO0009	CP023715.1	10843	12663	-	1821	15959
ZMO1_ZMO0010	CP023715.1	13006	13716	+	711	3043
ZMO1_ZMO0011	CP023715.1	13757	14371	-	615	5760
ZMO1_ZMO0012	CP023715.1	14548	15729	-	1182	2359
ZMO1_ZMO0013	CP023715.1	15736	16365	-	630	3633
ZMO1_ZMO0014	CP023715.1	16367	17080	-	714	4598
ZMO1_ZMO0015	CP023715.1	17333	18370	+	1038	178077
ZMO1_ZMO0016	CP023715.1	18367	18939	+	573	126881
ZMO1_ZMO0017	CP023715.1	18995	20401	+	1407	37496
ZMO1_ZMO0018	CP023715.1	20553	21215	+	663	8485
ZMO1_ZMO0019	CP023715.1	21212	22978	+	1767	14332
ZMO1_ZMO0020	CP023715.1	23204	23800	-	597	14625
ZMO1_ZMO0021	CP023715.1	23797	25239	-	1443	42483
ZMO1_ZMO0022	CP023715.1	25239	25982	-	744	45338
ZMO1_ZMO0023	CP023715.1	26353	26829	-	477	996
ZMO1_ZMO0025	CP023715.1	26925	27854	+	930	791
ZMO1_ZMO0026	CP023715.1	28029	28976	+	948	854
ZMO1_ZMO0027	CP023715.1	29293	30897	+	1605	11810
ZMO1_ZMO0028	CP023715.1	31083	32006	+	924	2155
ZMO1_ZMO0029	CP023715.1	32036	33934	-	1899	18940
ZMO1_ZMO0030	CP023715.1	34224	34631	+	408	5724
ZMO1_ZMO0031	CP023715.1	34635	37055	-	2421	17403
ZMO1_ZMO0033	CP023715.1	37403	37837	-	435	2463
ZMO1_ZMO0035	CP023715.1	38017	38619	+	603	12815
ZMO1_ZMO0036	CP023715.1	38623	38961	-	339	7364
ZMO1_ZMO0037	CP023715.1	38961	39422	-	462	26671
ZMO1_ZMO0038	CP023715.1	39623	40225	-	603	126141
ZMO1_ZMO0039	CP023715.1	40338	41042	-	705	17542
ZMO1_ZMO0040	CP023715.1	41050	41643	-	594	2604
ZMO1_ZMO0041	CP023715.1	41656	42537	-	882	5653
ZMO1_ZMO0043	CP023715.1	42534	43130	-	597	3178
ZMO1_ZMO0044	CP023715.1	43594	45351	+	1758	4793
ZMO1_ZMO0047	CP023715.1	45398	46003	-	606	115
ZMO1_ZMO0050	CP023715.1	46171	47082	+	912	1177
ZMO1_ZMO0052	CP023715.1	47274	48425	-	1152	943
ZMO1_ZMO0053	CP023715.1	48422	49228	-	807	696
ZMO1_ZMO0054	CP023715.1	49348	49857	+	510	2170
ZMO1_ZMO0055	CP023715.1	49994	50779	-	786	1215
ZMO1_ZMO0056	CP023715.1	50969	52792	-	1824	35791
ZMO1_ZMO0057	CP023715.1	52878	53438	-	561	12067
ZMO1_ZMO0059	CP023715.1	53615	54763	+	1149	6096
ZMO1_ZMO0060	CP023715.1	54811	55080	-	270	1625
ZMO1_ZMO0061	CP023715.1	55123	56424	-	1302	5254
ZMO1_ZMO0062	CP023715.1	56561	57529	-	969	16823
ZMO1_ZMO0064	CP023715.1	57796	59457	-	1662	3001
ZMO1_ZMO0066	CP023715.1	59627	59896	+	270	115
ZMO1_ZMO0068	CP023715.1	60237	61364	+	1128	7714
ZMO1_ZMO0069	CP023715.1	61630	62067	+	438	1574
ZMO1_ZMO0070	CP023715.1	62217	62864	+	648	10799
ZMO1_ZMO0072	CP023715.1	63125	64486	-	1362	20030
ZMO1_ZMO0073	CP023715.1	64495	65379	-	885	24021
ZMO1_ZMO0074	CP023715.1	65434	65964	-	531	9210
ZMO1_ZMO0075	CP023715.1	65951	67042	-	1092	27304
ZMO1_ZMO0077	CP023715.1	67151	68488	-	1338	11840
ZMO1_ZMO0078	CP023715.1	68586	69119	-	534	8103
ZMO1_ZMO0079	CP023715.1	69266	69631	-	366	5590
ZMO1_ZMO0080	CP023715.1	69776	70327	-	552	2763
ZMO1_ZMO0081	CP023715.1	70349	71407	-	1059	2127
ZMO1_ZMO0082	CP023715.1	71404	72276	-	873	1478
ZMO1_ZMO0083	CP023715.1	72273	74603	-	2331	7242
