# Program:featureCounts v2.0.6; Command:"featureCounts" "-p" "-B" "-C" "-P" "--fracOverlap" "0.5" "-T" "4" "-s" "2" "-a" "all.gff" "-t" "CDS" "-g" "locus_tag" "-o" "SRX6700185_cds.txt" "SRX6700185.bam" 
Geneid	Chr	Start	End	Strand	Length	SRX6700185.bam
ZMO1_ZMO0001	CP023715.1	147	2516	+	2370	3936
ZMO1_ZMO0002	CP023715.1	2538	3653	+	1116	13147
ZMO1_ZMO0003	CP023715.1	3697	4329	-	633	553
ZMO1_ZMO0004	CP023715.1	4340	5770	-	1431	5760
ZMO1_ZMO0005	CP023715.1	5781	6689	-	909	4154
ZMO1_ZMO0006	CP023715.1	6700	8115	-	1416	5442
ZMO1_ZMO0007	CP023715.1	8386	9120	-	735	29487
ZMO1_ZMO0008	CP023715.1	9131	10843	-	1713	16636
ZMO1_ZMO0009	CP023715.1	10843	12663	-	1821	18374
ZMO1_ZMO0010	CP023715.1	13006	13716	+	711	4782
ZMO1_ZMO0011	CP023715.1	13757	14371	-	615	18284
ZMO1_ZMO0012	CP023715.1	14548	15729	-	1182	1178
ZMO1_ZMO0013	CP023715.1	15736	16365	-	630	1459
ZMO1_ZMO0014	CP023715.1	16367	17080	-	714	5682
ZMO1_ZMO0015	CP023715.1	17333	18370	+	1038	798843
ZMO1_ZMO0016	CP023715.1	18367	18939	+	573	536770
ZMO1_ZMO0017	CP023715.1	18995	20401	+	1407	124114
ZMO1_ZMO0018	CP023715.1	20553	21215	+	663	5935
ZMO1_ZMO0019	CP023715.1	21212	22978	+	1767	17009
ZMO1_ZMO0020	CP023715.1	23204	23800	-	597	4110
ZMO1_ZMO0021	CP023715.1	23797	25239	-	1443	13908
ZMO1_ZMO0022	CP023715.1	25239	25982	-	744	12322
ZMO1_ZMO0023	CP023715.1	26353	26829	-	477	5509
ZMO1_ZMO0025	CP023715.1	26925	27854	+	930	1279
ZMO1_ZMO0026	CP023715.1	28029	28976	+	948	1104
ZMO1_ZMO0027	CP023715.1	29293	30897	+	1605	7815
ZMO1_ZMO0028	CP023715.1	31083	32006	+	924	1763
ZMO1_ZMO0029	CP023715.1	32036	33934	-	1899	50645
ZMO1_ZMO0030	CP023715.1	34224	34631	+	408	9038
ZMO1_ZMO0031	CP023715.1	34635	37055	-	2421	11114
ZMO1_ZMO0033	CP023715.1	37403	37837	-	435	7293
ZMO1_ZMO0035	CP023715.1	38017	38619	+	603	10494
ZMO1_ZMO0036	CP023715.1	38623	38961	-	339	10427
ZMO1_ZMO0037	CP023715.1	38961	39422	-	462	29500
ZMO1_ZMO0038	CP023715.1	39623	40225	-	603	81949
ZMO1_ZMO0039	CP023715.1	40338	41042	-	705	6064
ZMO1_ZMO0040	CP023715.1	41050	41643	-	594	1981
ZMO1_ZMO0041	CP023715.1	41656	42537	-	882	4808
ZMO1_ZMO0043	CP023715.1	42534	43130	-	597	2082
ZMO1_ZMO0044	CP023715.1	43594	45351	+	1758	37868
ZMO1_ZMO0047	CP023715.1	45398	46003	-	606	379
ZMO1_ZMO0050	CP023715.1	46171	47082	+	912	3981
ZMO1_ZMO0052	CP023715.1	47274	48425	-	1152	2414
ZMO1_ZMO0053	CP023715.1	48422	49228	-	807	1644
ZMO1_ZMO0054	CP023715.1	49348	49857	+	510	794
ZMO1_ZMO0055	CP023715.1	49994	50779	-	786	1506
ZMO1_ZMO0056	CP023715.1	50969	52792	-	1824	34016
ZMO1_ZMO0057	CP023715.1	52878	53438	-	561	6591
ZMO1_ZMO0059	CP023715.1	53615	54763	+	1149	12181
ZMO1_ZMO0060	CP023715.1	54811	55080	-	270	767
ZMO1_ZMO0061	CP023715.1	55123	56424	-	1302	4476
ZMO1_ZMO0062	CP023715.1	56561	57529	-	969	5911
ZMO1_ZMO0064	CP023715.1	57796	59457	-	1662	13121
ZMO1_ZMO0066	CP023715.1	59627	59896	+	270	72
ZMO1_ZMO0068	CP023715.1	60237	61364	+	1128	7884
ZMO1_ZMO0069	CP023715.1	61630	62067	+	438	2007
ZMO1_ZMO0070	CP023715.1	62217	62864	+	648	7263
ZMO1_ZMO0072	CP023715.1	63125	64486	-	1362	63709
ZMO1_ZMO0073	CP023715.1	64495	65379	-	885	91100
ZMO1_ZMO0074	CP023715.1	65434	65964	-	531	9858
ZMO1_ZMO0075	CP023715.1	65951	67042	-	1092	17665
ZMO1_ZMO0077	CP023715.1	67151	68488	-	1338	5573
ZMO1_ZMO0078	CP023715.1	68586	69119	-	534	8778
ZMO1_ZMO0079	CP023715.1	69266	69631	-	366	4305
ZMO1_ZMO0080	CP023715.1	69776	70327	-	552	3558
ZMO1_ZMO0081	CP023715.1	70349	71407	-	1059	2942
ZMO1_ZMO0082	CP023715.1	71404	72276	-	873	4425
ZMO1_ZMO0083	CP023715.1	72273	74603	-	2331	32877
ZMO1_ZMO0084	CP023715.1	74614	74883	-	270	1133
ZMO1_ZMO0085	CP023715.1	75057	76370	-	1314	2230
ZMO1_ZMO0086	CP023715.1	76803	78968	-	2166	16054
ZMO1_ZMO0087	CP023715.1	79111	79593	-	483	3291
ZMO1_ZMO0088	CP023715.1	79719	80423	-	705	2031
ZMO1_ZMO0089	CP023715.1	80632	81324	-	693	672
ZMO1_ZMO0090	CP023715.1	81761	82558	-	798	8823
ZMO1_ZMO0091	CP023715.1	82625	82780	+	156	196
ZMO1_ZMO0092	CP023715.1	82881	83645	+	765	973
ZMO1_ZMO0094	CP023715.1	83861	84868	+	1008	4987
ZMO1_ZMO0095	CP023715.1	84951	85172	-	222	5126
ZMO1_ZMO0096	CP023715.1	85618	86169	-	552	11644
ZMO1_ZMO2042	CP023715.1	86442	86648	+	207	301
ZMO1_ZMO0099	CP023715.1	86671	87939	+	1269	3291
ZMO1_ZMO0100	CP023715.1	88004	88384	-	381	1899
ZMO1_ZMO0101	CP023715.1	88491	89555	+	1065	7440
ZMO1_ZMO0102	CP023715.1	89582	89773	+	192	358
ZMO1_ZMO0103	CP023715.1	89985	91547	+	1563	334405
ZMO1_ZMO0105	CP023715.1	91652	93106	+	1455	1500345
ZMO1_ZMO0106	CP023715.1	93103	93681	+	579	269173
ZMO1_ZMO0107	CP023715.1	93746	94555	-	810	6382
ZMO1_ZMO0108	CP023715.1	94613	94939	-	327	4437
ZMO1_ZMO0109	CP023715.1	95277	96716	+	1440	35390
ZMO1_ZMO0110	CP023715.1	96713	97702	+	990	30682
ZMO1_ZMO0111	CP023715.1	97849	99645	-	1797	7067
ZMO1_ZMO0112	CP023715.1	99841	100191	+	351	3271
ZMO1_ZMO0113	CP023715.1	100924	102387	+	1464	25031
ZMO1_ZMO0114	CP023715.1	102404	103015	+	612	5925
ZMO1_ZMO0115	CP023715.1	102981	103817	+	837	4274
ZMO1_ZMO0116	CP023715.1	104017	104454	+	438	9533
ZMO1_ZMO0117	CP023715.1	104521	106158	+	1638	48881
ZMO1_ZMO0119	CP023715.1	106317	107483	+	1167	18361
ZMO1_ZMO0120	CP023715.1	107644	108711	+	1068	54536
ZMO1_ZMO0121	CP023715.1	108979	110328	+	1350	40632
ZMO1_ZMO0122	CP023715.1	110563	110850	+	288	14249
ZMO1_ZMO0124	CP023715.1	111117	112700	-	1584	3764
ZMO1_ZMO0125	CP023715.1	112713	113186	-	474	3009
ZMO1_ZMO0127	CP023715.1	114593	115552	-	960	38810
ZMO1_ZMO0128	CP023715.1	115570	118062	-	2493	14883
ZMO1_ZMO0130	CP023715.1	118385	119179	-	795	1381
ZMO1_ZMO0131	CP023715.1	119337	120281	-	945	1471
ZMO1_ZMO0132	CP023715.1	120789	121607	+	819	1639
ZMO1_ZMO0133	CP023715.1	121838	122560	+	723	4831
ZMO1_ZMO2040	CP023715.1	122793	124106	+	1314	3341
ZMO1_ZMO2041	CP023715.1	124244	125068	+	825	404634
ZMO1_ZMO0134	CP023715.1	125251	125751	+	501	3098
ZMO1_ZMO0135	CP023715.1	125859	126560	+	702	4579
ZMO1_ZMO0136	CP023715.1	126654	127370	+	717	3263
ZMO1_ZMO0137	CP023715.1	127570	128826	+	1257	3975
ZMO1_ZMO0139	CP023715.1	128986	129816	-	831	19474
ZMO1_ZMO0140	CP023715.1	129882	130361	-	480	14722
ZMO1_ZMO0142	CP023715.1	130700	131398	+	699	4406
ZMO1_ZMO0143	CP023715.1	131416	132375	+	960	10018
ZMO1_ZMO0144	CP023715.1	132440	134032	+	1593	15794
ZMO1_ZMO0145	CP023715.1	134055	135728	+	1674	4679
ZMO1_ZMO0148	CP023715.1	136393	137199	-	807	11656
ZMO1_ZMO0149	CP023715.1	137384	138079	-	696	4439
ZMO1_ZMO0150	CP023715.1	138159	138785	-	627	4875
ZMO1_ZMO0152	CP023715.1	139052	140479	-	1428	292561
