# Program:featureCounts v2.0.6; Command:"featureCounts" "-p" "-B" "-C" "-P" "--fracOverlap" "0.5" "-T" "4" "-s" "2" "-a" "all.gff" "-t" "CDS" "-g" "locus_tag" "-o" "SRX6700184_cds.txt" "SRX6700184.bam" 
Geneid	Chr	Start	End	Strand	Length	SRX6700184.bam
ZMO1_ZMO0001	CP023715.1	147	2516	+	2370	3868
ZMO1_ZMO0002	CP023715.1	2538	3653	+	1116	17674
ZMO1_ZMO0003	CP023715.1	3697	4329	-	633	565
ZMO1_ZMO0004	CP023715.1	4340	5770	-	1431	5408
ZMO1_ZMO0005	CP023715.1	5781	6689	-	909	4339
ZMO1_ZMO0006	CP023715.1	6700	8115	-	1416	5448
ZMO1_ZMO0007	CP023715.1	8386	9120	-	735	28035
ZMO1_ZMO0008	CP023715.1	9131	10843	-	1713	16140
ZMO1_ZMO0009	CP023715.1	10843	12663	-	1821	17658
ZMO1_ZMO0010	CP023715.1	13006	13716	+	711	5279
ZMO1_ZMO0011	CP023715.1	13757	14371	-	615	26310
ZMO1_ZMO0012	CP023715.1	14548	15729	-	1182	1282
ZMO1_ZMO0013	CP023715.1	15736	16365	-	630	1213
ZMO1_ZMO0014	CP023715.1	16367	17080	-	714	4330
ZMO1_ZMO0015	CP023715.1	17333	18370	+	1038	842974
ZMO1_ZMO0016	CP023715.1	18367	18939	+	573	538515
ZMO1_ZMO0017	CP023715.1	18995	20401	+	1407	102709
ZMO1_ZMO0018	CP023715.1	20553	21215	+	663	5475
ZMO1_ZMO0019	CP023715.1	21212	22978	+	1767	13531
ZMO1_ZMO0020	CP023715.1	23204	23800	-	597	3677
ZMO1_ZMO0021	CP023715.1	23797	25239	-	1443	13610
ZMO1_ZMO0022	CP023715.1	25239	25982	-	744	13638
ZMO1_ZMO0023	CP023715.1	26353	26829	-	477	6866
ZMO1_ZMO0025	CP023715.1	26925	27854	+	930	1503
ZMO1_ZMO0026	CP023715.1	28029	28976	+	948	1358
ZMO1_ZMO0027	CP023715.1	29293	30897	+	1605	7486
ZMO1_ZMO0028	CP023715.1	31083	32006	+	924	1936
ZMO1_ZMO0029	CP023715.1	32036	33934	-	1899	56727
ZMO1_ZMO0030	CP023715.1	34224	34631	+	408	10482
ZMO1_ZMO0031	CP023715.1	34635	37055	-	2421	12883
ZMO1_ZMO0033	CP023715.1	37403	37837	-	435	9214
ZMO1_ZMO0035	CP023715.1	38017	38619	+	603	11323
ZMO1_ZMO0036	CP023715.1	38623	38961	-	339	7453
ZMO1_ZMO0037	CP023715.1	38961	39422	-	462	24500
ZMO1_ZMO0038	CP023715.1	39623	40225	-	603	76737
ZMO1_ZMO0039	CP023715.1	40338	41042	-	705	5272
ZMO1_ZMO0040	CP023715.1	41050	41643	-	594	1616
ZMO1_ZMO0041	CP023715.1	41656	42537	-	882	3838
ZMO1_ZMO0043	CP023715.1	42534	43130	-	597	1834
ZMO1_ZMO0044	CP023715.1	43594	45351	+	1758	43104
ZMO1_ZMO0047	CP023715.1	45398	46003	-	606	428
ZMO1_ZMO0050	CP023715.1	46171	47082	+	912	5462
ZMO1_ZMO0052	CP023715.1	47274	48425	-	1152	2232
ZMO1_ZMO0053	CP023715.1	48422	49228	-	807	1420
ZMO1_ZMO0054	CP023715.1	49348	49857	+	510	915
ZMO1_ZMO0055	CP023715.1	49994	50779	-	786	1518
ZMO1_ZMO0056	CP023715.1	50969	52792	-	1824	31285
ZMO1_ZMO0057	CP023715.1	52878	53438	-	561	8526
ZMO1_ZMO0059	CP023715.1	53615	54763	+	1149	13664
ZMO1_ZMO0060	CP023715.1	54811	55080	-	270	921
ZMO1_ZMO0061	CP023715.1	55123	56424	-	1302	3935
ZMO1_ZMO0062	CP023715.1	56561	57529	-	969	5835
ZMO1_ZMO0064	CP023715.1	57796	59457	-	1662	11726
ZMO1_ZMO0066	CP023715.1	59627	59896	+	270	148
ZMO1_ZMO0068	CP023715.1	60237	61364	+	1128	6955
ZMO1_ZMO0069	CP023715.1	61630	62067	+	438	2450
ZMO1_ZMO0070	CP023715.1	62217	62864	+	648	7511
ZMO1_ZMO0072	CP023715.1	63125	64486	-	1362	45498
ZMO1_ZMO0073	CP023715.1	64495	65379	-	885	82122
ZMO1_ZMO0074	CP023715.1	65434	65964	-	531	11954
ZMO1_ZMO0075	CP023715.1	65951	67042	-	1092	15970
ZMO1_ZMO0077	CP023715.1	67151	68488	-	1338	4825
ZMO1_ZMO0078	CP023715.1	68586	69119	-	534	7702
ZMO1_ZMO0079	CP023715.1	69266	69631	-	366	4712
ZMO1_ZMO0080	CP023715.1	69776	70327	-	552	3805
ZMO1_ZMO0081	CP023715.1	70349	71407	-	1059	2695
ZMO1_ZMO0082	CP023715.1	71404	72276	-	873	4351
ZMO1_ZMO0083	CP023715.1	72273	74603	-	2331	29828
ZMO1_ZMO0084	CP023715.1	74614	74883	-	270	1321
ZMO1_ZMO0085	CP023715.1	75057	76370	-	1314	2909
ZMO1_ZMO0086	CP023715.1	76803	78968	-	2166	17388
ZMO1_ZMO0087	CP023715.1	79111	79593	-	483	4674
ZMO1_ZMO0088	CP023715.1	79719	80423	-	705	2481
ZMO1_ZMO0089	CP023715.1	80632	81324	-	693	923
