# Program:featureCounts v2.0.6; Command:"featureCounts" "-p" "-B" "-C" "-P" "--fracOverlap" "0.5" "-T" "4" "-s" "2" "-a" "all.gff" "-t" "CDS" "-g" "locus_tag" "-o" "SRX14953911_cds.txt" "SRX14953911.bam" 
Geneid	Chr	Start	End	Strand	Length	SRX14953911.bam
ZMO1_ZMO0001	CP023715.1	147	2516	+	2370	720
ZMO1_ZMO0002	CP023715.1	2538	3653	+	1116	848
ZMO1_ZMO0003	CP023715.1	3697	4329	-	633	1680
ZMO1_ZMO0004	CP023715.1	4340	5770	-	1431	5983
ZMO1_ZMO0005	CP023715.1	5781	6689	-	909	4620
ZMO1_ZMO0006	CP023715.1	6700	8115	-	1416	4321
ZMO1_ZMO0007	CP023715.1	8386	9120	-	735	9469
ZMO1_ZMO0008	CP023715.1	9131	10843	-	1713	17737
ZMO1_ZMO0009	CP023715.1	10843	12663	-	1821	17453
ZMO1_ZMO0010	CP023715.1	13006	13716	+	711	988
ZMO1_ZMO0011	CP023715.1	13757	14371	-	615	3363
ZMO1_ZMO0012	CP023715.1	14548	15729	-	1182	1924
ZMO1_ZMO0013	CP023715.1	15736	16365	-	630	3720
ZMO1_ZMO0014	CP023715.1	16367	17080	-	714	5645
ZMO1_ZMO0015	CP023715.1	17333	18370	+	1038	45034
ZMO1_ZMO0016	CP023715.1	18367	18939	+	573	30577
ZMO1_ZMO0017	CP023715.1	18995	20401	+	1407	17372
ZMO1_ZMO0018	CP023715.1	20553	21215	+	663	6971
ZMO1_ZMO0019	CP023715.1	21212	22978	+	1767	15376
ZMO1_ZMO0020	CP023715.1	23204	23800	-	597	1030
ZMO1_ZMO0021	CP023715.1	23797	25239	-	1443	3767
ZMO1_ZMO0022	CP023715.1	25239	25982	-	744	3626
ZMO1_ZMO0023	CP023715.1	26353	26829	-	477	539
ZMO1_ZMO0025	CP023715.1	26925	27854	+	930	1404
ZMO1_ZMO0026	CP023715.1	28029	28976	+	948	797
ZMO1_ZMO0027	CP023715.1	29293	30897	+	1605	32645
ZMO1_ZMO0028	CP023715.1	31083	32006	+	924	1689
ZMO1_ZMO0029	CP023715.1	32036	33934	-	1899	3820
ZMO1_ZMO0030	CP023715.1	34224	34631	+	408	2803
ZMO1_ZMO0031	CP023715.1	34635	37055	-	2421	9735
ZMO1_ZMO0033	CP023715.1	37403	37837	-	435	1974
ZMO1_ZMO0035	CP023715.1	38017	38619	+	603	11355
ZMO1_ZMO0036	CP023715.1	38623	38961	-	339	1904
ZMO1_ZMO0037	CP023715.1	38961	39422	-	462	4040
ZMO1_ZMO0038	CP023715.1	39623	40225	-	603	21356
ZMO1_ZMO0039	CP023715.1	40338	41042	-	705	8462
ZMO1_ZMO0040	CP023715.1	41050	41643	-	594	1500
ZMO1_ZMO0041	CP023715.1	41656	42537	-	882	7911
ZMO1_ZMO0043	CP023715.1	42534	43130	-	597	1892
ZMO1_ZMO0044	CP023715.1	43594	45351	+	1758	1866
ZMO1_ZMO0047	CP023715.1	45398	46003	-	606	62
ZMO1_ZMO0050	CP023715.1	46171	47082	+	912	668
ZMO1_ZMO0052	CP023715.1	47274	48425	-	1152	3622
ZMO1_ZMO0053	CP023715.1	48422	49228	-	807	3790
ZMO1_ZMO0054	CP023715.1	49348	49857	+	510	1097
ZMO1_ZMO0055	CP023715.1	49994	50779	-	786	3142
ZMO1_ZMO0056	CP023715.1	50969	52792	-	1824	23039
ZMO1_ZMO0057	CP023715.1	52878	53438	-	561	3989
ZMO1_ZMO0059	CP023715.1	53615	54763	+	1149	1879
ZMO1_ZMO0060	CP023715.1	54811	55080	-	270	1705
ZMO1_ZMO0061	CP023715.1	55123	56424	-	1302	5259
ZMO1_ZMO0062	CP023715.1	56561	57529	-	969	12235
ZMO1_ZMO0064	CP023715.1	57796	59457	-	1662	41196
ZMO1_ZMO0066	CP023715.1	59627	59896	+	270	79
ZMO1_ZMO0068	CP023715.1	60237	61364	+	1128	3782
ZMO1_ZMO0069	CP023715.1	61630	62067	+	438	724
ZMO1_ZMO0070	CP023715.1	62217	62864	+	648	5914
ZMO1_ZMO0072	CP023715.1	63125	64486	-	1362	10140
ZMO1_ZMO0073	CP023715.1	64495	65379	-	885	11870
ZMO1_ZMO0074	CP023715.1	65434	65964	-	531	3600
ZMO1_ZMO0075	CP023715.1	65951	67042	-	1092	13062
ZMO1_ZMO0077	CP023715.1	67151	68488	-	1338	12266
ZMO1_ZMO0078	CP023715.1	68586	69119	-	534	7799
ZMO1_ZMO0079	CP023715.1	69266	69631	-	366	4819
ZMO1_ZMO0080	CP023715.1	69776	70327	-	552	2478
ZMO1_ZMO0081	CP023715.1	70349	71407	-	1059	5575
ZMO1_ZMO0082	CP023715.1	71404	72276	-	873	3572
ZMO1_ZMO0083	CP023715.1	72273	74603	-	2331	13244
ZMO1_ZMO0084	CP023715.1	74614	74883	-	270	3179
ZMO1_ZMO0085	CP023715.1	75057	76370	-	1314	2548
ZMO1_ZMO0086	CP023715.1	76803	78968	-	2166	22710
ZMO1_ZMO0087	CP023715.1	79111	79593	-	483	940
ZMO1_ZMO0088	CP023715.1	79719	80423	-	705	155
ZMO1_ZMO0089	CP023715.1	80632	81324	-	693	69
ZMO1_ZMO0090	CP023715.1	81761	82558	-	798	25515
ZMO1_ZMO0091	CP023715.1	82625	82780	+	156	11
ZMO1_ZMO0092	CP023715.1	82881	83645	+	765	3484
ZMO1_ZMO0094	CP023715.1	83861	84868	+	1008	6059
ZMO1_ZMO0095	CP023715.1	84951	85172	-	222	3580
ZMO1_ZMO0096	CP023715.1	85618	86169	-	552	10468
ZMO1_ZMO2042	CP023715.1	86442	86648	+	207	13
ZMO1_ZMO0099	CP023715.1	86671	87939	+	1269	5779
ZMO1_ZMO0100	CP023715.1	88004	88384	-	381	261
