# Program:featureCounts v2.0.6; Command:"featureCounts" "-p" "-B" "-C" "-P" "--fracOverlap" "0.5" "-T" "4" "-s" "2" "-a" "all.gff" "-t" "CDS" "-g" "locus_tag" "-o" "SRX10341587_cds.txt" "SRX10341587.bam" 
Geneid	Chr	Start	End	Strand	Length	SRX10341587.bam
ZMO1_ZMO0001	CP023715.1	147	2516	+	2370	675
ZMO1_ZMO0002	CP023715.1	2538	3653	+	1116	773
ZMO1_ZMO0003	CP023715.1	3697	4329	-	633	1097
ZMO1_ZMO0004	CP023715.1	4340	5770	-	1431	3945
ZMO1_ZMO0005	CP023715.1	5781	6689	-	909	3352
ZMO1_ZMO0006	CP023715.1	6700	8115	-	1416	3189
ZMO1_ZMO0007	CP023715.1	8386	9120	-	735	5288
ZMO1_ZMO0008	CP023715.1	9131	10843	-	1713	11196
ZMO1_ZMO0009	CP023715.1	10843	12663	-	1821	11717
ZMO1_ZMO0010	CP023715.1	13006	13716	+	711	1842
ZMO1_ZMO0011	CP023715.1	13757	14371	-	615	2525
ZMO1_ZMO0012	CP023715.1	14548	15729	-	1182	597
ZMO1_ZMO0013	CP023715.1	15736	16365	-	630	870
ZMO1_ZMO0014	CP023715.1	16367	17080	-	714	1892
ZMO1_ZMO0015	CP023715.1	17333	18370	+	1038	58192
ZMO1_ZMO0016	CP023715.1	18367	18939	+	573	35307
ZMO1_ZMO0017	CP023715.1	18995	20401	+	1407	12404
ZMO1_ZMO0018	CP023715.1	20553	21215	+	663	1597
ZMO1_ZMO0019	CP023715.1	21212	22978	+	1767	2830
ZMO1_ZMO0020	CP023715.1	23204	23800	-	597	3769
ZMO1_ZMO0021	CP023715.1	23797	25239	-	1443	11534
ZMO1_ZMO0022	CP023715.1	25239	25982	-	744	8217
ZMO1_ZMO0023	CP023715.1	26353	26829	-	477	684
ZMO1_ZMO0025	CP023715.1	26925	27854	+	930	483
ZMO1_ZMO0026	CP023715.1	28029	28976	+	948	424
ZMO1_ZMO0027	CP023715.1	29293	30897	+	1605	3819
ZMO1_ZMO0028	CP023715.1	31083	32006	+	924	632
ZMO1_ZMO0029	CP023715.1	32036	33934	-	1899	9780
ZMO1_ZMO0030	CP023715.1	34224	34631	+	408	2163
