# Program:featureCounts v2.0.6; Command:"featureCounts" "-p" "-B" "-C" "-P" "--fracOverlap" "0.5" "-T" "4" "-s" "0" "-a" "all.gff" "-t" "CDS" "-g" "locus_tag" "-o" "SRX3411512_cds.txt" "SRX3411512.bam" 
Geneid	Chr	Start	End	Strand	Length	SRX3411512.bam
ZMO1_ZMO0001	CP023715.1	147	2516	+	2370	54
ZMO1_ZMO0002	CP023715.1	2538	3653	+	1116	12
ZMO1_ZMO0003	CP023715.1	3697	4329	-	633	3
ZMO1_ZMO0004	CP023715.1	4340	5770	-	1431	6
ZMO1_ZMO0005	CP023715.1	5781	6689	-	909	6
ZMO1_ZMO0006	CP023715.1	6700	8115	-	1416	1
ZMO1_ZMO0007	CP023715.1	8386	9120	-	735	2
ZMO1_ZMO0008	CP023715.1	9131	10843	-	1713	2
ZMO1_ZMO0009	CP023715.1	10843	12663	-	1821	14
ZMO1_ZMO0010	CP023715.1	13006	13716	+	711	11
ZMO1_ZMO0011	CP023715.1	13757	14371	-	615	89
ZMO1_ZMO0012	CP023715.1	14548	15729	-	1182	4
ZMO1_ZMO0013	CP023715.1	15736	16365	-	630	0
ZMO1_ZMO0014	CP023715.1	16367	17080	-	714	0
ZMO1_ZMO0015	CP023715.1	17333	18370	+	1038	80
ZMO1_ZMO0016	CP023715.1	18367	18939	+	573	60
ZMO1_ZMO0017	CP023715.1	18995	20401	+	1407	13
ZMO1_ZMO0018	CP023715.1	20553	21215	+	663	12
ZMO1_ZMO0019	CP023715.1	21212	22978	+	1767	6
ZMO1_ZMO0020	CP023715.1	23204	23800	-	597	51
ZMO1_ZMO0021	CP023715.1	23797	25239	-	1443	43
ZMO1_ZMO0022	CP023715.1	25239	25982	-	744	72
ZMO1_ZMO0023	CP023715.1	26353	26829	-	477	12
ZMO1_ZMO0025	CP023715.1	26925	27854	+	930	3
ZMO1_ZMO0026	CP023715.1	28029	28976	+	948	5
ZMO1_ZMO0027	CP023715.1	29293	30897	+	1605	12
ZMO1_ZMO0028	CP023715.1	31083	32006	+	924	8
ZMO1_ZMO0029	CP023715.1	32036	33934	-	1899	84
ZMO1_ZMO0030	CP023715.1	34224	34631	+	408	46
ZMO1_ZMO0031	CP023715.1	34635	37055	-	2421	24
ZMO1_ZMO0033	CP023715.1	37403	37837	-	435	2
ZMO1_ZMO0035	CP023715.1	38017	38619	+	603	22
ZMO1_ZMO0036	CP023715.1	38623	38961	-	339	4
ZMO1_ZMO0037	CP023715.1	38961	39422	-	462	20
ZMO1_ZMO0038	CP023715.1	39623	40225	-	603	865
ZMO1_ZMO0039	CP023715.1	40338	41042	-	705	2
ZMO1_ZMO0040	CP023715.1	41050	41643	-	594	0
ZMO1_ZMO0041	CP023715.1	41656	42537	-	882	0
ZMO1_ZMO0043	CP023715.1	42534	43130	-	597	2
ZMO1_ZMO0044	CP023715.1	43594	45351	+	1758	30
ZMO1_ZMO0047	CP023715.1	45398	46003	-	606	2
ZMO1_ZMO0050	CP023715.1	46171	47082	+	912	2
ZMO1_ZMO0052	CP023715.1	47274	48425	-	1152	0
ZMO1_ZMO0053	CP023715.1	48422	49228	-	807	0
ZMO1_ZMO0054	CP023715.1	49348	49857	+	510	4
ZMO1_ZMO0055	CP023715.1	49994	50779	-	786	0
ZMO1_ZMO0056	CP023715.1	50969	52792	-	1824	64
ZMO1_ZMO0057	CP023715.1	52878	53438	-	561	31
ZMO1_ZMO0059	CP023715.1	53615	54763	+	1149	29
ZMO1_ZMO0060	CP023715.1	54811	55080	-	270	34
ZMO1_ZMO0061	CP023715.1	55123	56424	-	1302	6
ZMO1_ZMO0062	CP023715.1	56561	57529	-	969	6
ZMO1_ZMO0064	CP023715.1	57796	59457	-	1662	0
ZMO1_ZMO0066	CP023715.1	59627	59896	+	270	4
ZMO1_ZMO0068	CP023715.1	60237	61364	+	1128	132
ZMO1_ZMO0069	CP023715.1	61630	62067	+	438	2
ZMO1_ZMO0070	CP023715.1	62217	62864	+	648	168
ZMO1_ZMO0072	CP023715.1	63125	64486	-	1362	22
ZMO1_ZMO0073	CP023715.1	64495	65379	-	885	6
ZMO1_ZMO0074	CP023715.1	65434	65964	-	531	14
ZMO1_ZMO0075	CP023715.1	65951	67042	-	1092	16
ZMO1_ZMO0077	CP023715.1	67151	68488	-	1338	4
ZMO1_ZMO0078	CP023715.1	68586	69119	-	534	74
ZMO1_ZMO0079	CP023715.1	69266	69631	-	366	86
ZMO1_ZMO0080	CP023715.1	69776	70327	-	552	0
ZMO1_ZMO0081	CP023715.1	70349	71407	-	1059	2
ZMO1_ZMO0082	CP023715.1	71404	72276	-	873	4
ZMO1_ZMO0083	CP023715.1	72273	74603	-	2331	18
ZMO1_ZMO0084	CP023715.1	74614	74883	-	270	12
ZMO1_ZMO0085	CP023715.1	75057	76370	-	1314	9
ZMO1_ZMO0086	CP023715.1	76803	78968	-	2166	26
ZMO1_ZMO0087	CP023715.1	79111	79593	-	483	2
ZMO1_ZMO0088	CP023715.1	79719	80423	-	705	23
ZMO1_ZMO0089	CP023715.1	80632	81324	-	693	96
ZMO1_ZMO0090	CP023715.1	81761	82558	-	798	10
ZMO1_ZMO0091	CP023715.1	82625	82780	+	156	0
ZMO1_ZMO0092	CP023715.1	82881	83645	+	765	12
ZMO1_ZMO0094	CP023715.1	83861	84868	+	1008	8
ZMO1_ZMO0095	CP023715.1	84951	85172	-	222	31
ZMO1_ZMO0096	CP023715.1	85618	86169	-	552	12
ZMO1_ZMO2042	CP023715.1	86442	86648	+	207	2
ZMO1_ZMO0099	CP023715.1	86671	87939	+	1269	6
ZMO1_ZMO0100	CP023715.1	88004	88384	-	381	0
ZMO1_ZMO0101	CP023715.1	88491	89555	+	1065	52
ZMO1_ZMO0102	CP023715.1	89582	89773	+	192	0
ZMO1_ZMO0103	CP023715.1	89985	91547	+	1563	16
ZMO1_ZMO0105	CP023715.1	91652	93106	+	1455	12
ZMO1_ZMO0106	CP023715.1	93103	93681	+	579	12
ZMO1_ZMO0107	CP023715.1	93746	94555	-	810	8
ZMO1_ZMO0108	CP023715.1	94613	94939	-	327	1
ZMO1_ZMO0109	CP023715.1	95277	96716	+	1440	623
ZMO1_ZMO0110	CP023715.1	96713	97702	+	990	168
ZMO1_ZMO0111	CP023715.1	97849	99645	-	1797	15
ZMO1_ZMO0112	CP023715.1	99841	100191	+	351	6
ZMO1_ZMO0113	CP023715.1	100924	102387	+	1464	16
ZMO1_ZMO0114	CP023715.1	102404	103015	+	612	31
ZMO1_ZMO0115	CP023715.1	102981	103817	+	837	9
ZMO1_ZMO0116	CP023715.1	104017	104454	+	438	2
ZMO1_ZMO0117	CP023715.1	104521	106158	+	1638	26
ZMO1_ZMO0119	CP023715.1	106317	107483	+	1167	2
ZMO1_ZMO0120	CP023715.1	107644	108711	+	1068	24
ZMO1_ZMO0121	CP023715.1	108979	110328	+	1350	2
ZMO1_ZMO0122	CP023715.1	110563	110850	+	288	1048
ZMO1_ZMO0124	CP023715.1	111117	112700	-	1584	12
ZMO1_ZMO0125	CP023715.1	112713	113186	-	474	14
ZMO1_ZMO0127	CP023715.1	114593	115552	-	960	0
ZMO1_ZMO0128	CP023715.1	115570	118062	-	2493	14
ZMO1_ZMO0130	CP023715.1	118385	119179	-	795	2
ZMO1_ZMO0131	CP023715.1	119337	120281	-	945	2
ZMO1_ZMO0132	CP023715.1	120789	121607	+	819	4
ZMO1_ZMO0133	CP023715.1	121838	122560	+	723	0
ZMO1_ZMO2040	CP023715.1	122793	124106	+	1314	6
ZMO1_ZMO2041	CP023715.1	124244	125068	+	825	54
ZMO1_ZMO0134	CP023715.1	125251	125751	+	501	0
