# Program:featureCounts v2.0.6; Command:"featureCounts" "-p" "-B" "-C" "-P" "--fracOverlap" "0.5" "-T" "4" "-s" "2" "-a" "all.gff" "-t" "CDS" "-g" "locus_tag" "-o" "SRX6700183_cds.txt" "SRX6700183.bam" 
Geneid	Chr	Start	End	Strand	Length	SRX6700183.bam
ZMO1_ZMO0001	CP023715.1	147	2516	+	2370	2607
ZMO1_ZMO0002	CP023715.1	2538	3653	+	1116	11771
ZMO1_ZMO0003	CP023715.1	3697	4329	-	633	446
ZMO1_ZMO0004	CP023715.1	4340	5770	-	1431	4399
ZMO1_ZMO0005	CP023715.1	5781	6689	-	909	3667
ZMO1_ZMO0006	CP023715.1	6700	8115	-	1416	4347
ZMO1_ZMO0007	CP023715.1	8386	9120	-	735	22949
ZMO1_ZMO0008	CP023715.1	9131	10843	-	1713	13084
ZMO1_ZMO0009	CP023715.1	10843	12663	-	1821	13669
ZMO1_ZMO0010	CP023715.1	13006	13716	+	711	3661
ZMO1_ZMO0011	CP023715.1	13757	14371	-	615	16702
ZMO1_ZMO0012	CP023715.1	14548	15729	-	1182	1062
ZMO1_ZMO0013	CP023715.1	15736	16365	-	630	1205
ZMO1_ZMO0014	CP023715.1	16367	17080	-	714	2782
ZMO1_ZMO0015	CP023715.1	17333	18370	+	1038	552537
ZMO1_ZMO0016	CP023715.1	18367	18939	+	573	386568
ZMO1_ZMO0017	CP023715.1	18995	20401	+	1407	81297
ZMO1_ZMO0018	CP023715.1	20553	21215	+	663	4013
ZMO1_ZMO0019	CP023715.1	21212	22978	+	1767	12369
ZMO1_ZMO0020	CP023715.1	23204	23800	-	597	3452
ZMO1_ZMO0021	CP023715.1	23797	25239	-	1443	11689
ZMO1_ZMO0022	CP023715.1	25239	25982	-	744	10849
ZMO1_ZMO0023	CP023715.1	26353	26829	-	477	4810
ZMO1_ZMO0025	CP023715.1	26925	27854	+	930	993
ZMO1_ZMO0026	CP023715.1	28029	28976	+	948	744
ZMO1_ZMO0027	CP023715.1	29293	30897	+	1605	5749
ZMO1_ZMO0028	CP023715.1	31083	32006	+	924	1202
ZMO1_ZMO0029	CP023715.1	32036	33934	-	1899	40331
ZMO1_ZMO0030	CP023715.1	34224	34631	+	408	7272
ZMO1_ZMO0031	CP023715.1	34635	37055	-	2421	8972
ZMO1_ZMO0033	CP023715.1	37403	37837	-	435	5848
ZMO1_ZMO0035	CP023715.1	38017	38619	+	603	8030
ZMO1_ZMO0036	CP023715.1	38623	38961	-	339	6168
ZMO1_ZMO0037	CP023715.1	38961	39422	-	462	20147
ZMO1_ZMO0038	CP023715.1	39623	40225	-	603	69711
ZMO1_ZMO0039	CP023715.1	40338	41042	-	705	4424
ZMO1_ZMO0040	CP023715.1	41050	41643	-	594	1394
ZMO1_ZMO0041	CP023715.1	41656	42537	-	882	3031
ZMO1_ZMO0043	CP023715.1	42534	43130	-	597	1480
ZMO1_ZMO0044	CP023715.1	43594	45351	+	1758	29653
ZMO1_ZMO0047	CP023715.1	45398	46003	-	606	274
ZMO1_ZMO0050	CP023715.1	46171	47082	+	912	3429
ZMO1_ZMO0052	CP023715.1	47274	48425	-	1152	1736
ZMO1_ZMO0053	CP023715.1	48422	49228	-	807	859
ZMO1_ZMO0054	CP023715.1	49348	49857	+	510	699
ZMO1_ZMO0055	CP023715.1	49994	50779	-	786	1470
ZMO1_ZMO0056	CP023715.1	50969	52792	-	1824	24106
