# Program:featureCounts v2.0.6; Command:"featureCounts" "-p" "-B" "-C" "-P" "--fracOverlap" "0.5" "-T" "4" "-s" "2" "-a" "all.gff" "-t" "CDS" "-g" "locus_tag" "-o" "SRX7551990_cds.txt" "SRX7551990.bam" 
Geneid	Chr	Start	End	Strand	Length	SRX7551990.bam
ZMO1_ZMO0001	CP023715.1	147	2516	+	2370	212
ZMO1_ZMO0002	CP023715.1	2538	3653	+	1116	316
ZMO1_ZMO0003	CP023715.1	3697	4329	-	633	479
ZMO1_ZMO0004	CP023715.1	4340	5770	-	1431	1117
ZMO1_ZMO0005	CP023715.1	5781	6689	-	909	703
ZMO1_ZMO0006	CP023715.1	6700	8115	-	1416	1004
ZMO1_ZMO0007	CP023715.1	8386	9120	-	735	1348
ZMO1_ZMO0008	CP023715.1	9131	10843	-	1713	2824
ZMO1_ZMO0009	CP023715.1	10843	12663	-	1821	2196
ZMO1_ZMO0010	CP023715.1	13006	13716	+	711	195
ZMO1_ZMO0011	CP023715.1	13757	14371	-	615	1079
ZMO1_ZMO0012	CP023715.1	14548	15729	-	1182	678
ZMO1_ZMO0013	CP023715.1	15736	16365	-	630	878
ZMO1_ZMO0014	CP023715.1	16367	17080	-	714	1600
ZMO1_ZMO0015	CP023715.1	17333	18370	+	1038	5242
ZMO1_ZMO0016	CP023715.1	18367	18939	+	573	5301
ZMO1_ZMO0017	CP023715.1	18995	20401	+	1407	5238
ZMO1_ZMO0018	CP023715.1	20553	21215	+	663	1806
ZMO1_ZMO0019	CP023715.1	21212	22978	+	1767	3533
ZMO1_ZMO0020	CP023715.1	23204	23800	-	597	520
ZMO1_ZMO0021	CP023715.1	23797	25239	-	1443	1289
ZMO1_ZMO0022	CP023715.1	25239	25982	-	744	1350
ZMO1_ZMO0023	CP023715.1	26353	26829	-	477	241
ZMO1_ZMO0025	CP023715.1	26925	27854	+	930	359
ZMO1_ZMO0026	CP023715.1	28029	28976	+	948	451
ZMO1_ZMO0027	CP023715.1	29293	30897	+	1605	7694
ZMO1_ZMO0028	CP023715.1	31083	32006	+	924	520
ZMO1_ZMO0029	CP023715.1	32036	33934	-	1899	1256
ZMO1_ZMO0030	CP023715.1	34224	34631	+	408	952
ZMO1_ZMO0031	CP023715.1	34635	37055	-	2421	668
ZMO1_ZMO0033	CP023715.1	37403	37837	-	435	883
ZMO1_ZMO0035	CP023715.1	38017	38619	+	603	1194
ZMO1_ZMO0036	CP023715.1	38623	38961	-	339	277
ZMO1_ZMO0037	CP023715.1	38961	39422	-	462	482
ZMO1_ZMO0038	CP023715.1	39623	40225	-	603	1146
ZMO1_ZMO0039	CP023715.1	40338	41042	-	705	1943
ZMO1_ZMO0040	CP023715.1	41050	41643	-	594	383
ZMO1_ZMO0041	CP023715.1	41656	42537	-	882	1400
ZMO1_ZMO0043	CP023715.1	42534	43130	-	597	291
ZMO1_ZMO0044	CP023715.1	43594	45351	+	1758	461
ZMO1_ZMO0047	CP023715.1	45398	46003	-	606	22
ZMO1_ZMO0050	CP023715.1	46171	47082	+	912	124
ZMO1_ZMO0052	CP023715.1	47274	48425	-	1152	129
ZMO1_ZMO0053	CP023715.1	48422	49228	-	807	83
ZMO1_ZMO0054	CP023715.1	49348	49857	+	510	235
ZMO1_ZMO0055	CP023715.1	49994	50779	-	786	149
ZMO1_ZMO0056	CP023715.1	50969	52792	-	1824	4159
ZMO1_ZMO0057	CP023715.1	52878	53438	-	561	705
ZMO1_ZMO0059	CP023715.1	53615	54763	+	1149	254
ZMO1_ZMO0060	CP023715.1	54811	55080	-	270	901
ZMO1_ZMO0061	CP023715.1	55123	56424	-	1302	1198
ZMO1_ZMO0062	CP023715.1	56561	57529	-	969	2164
ZMO1_ZMO0064	CP023715.1	57796	59457	-	1662	874
ZMO1_ZMO0066	CP023715.1	59627	59896	+	270	17
ZMO1_ZMO0068	CP023715.1	60237	61364	+	1128	418
ZMO1_ZMO0069	CP023715.1	61630	62067	+	438	92
ZMO1_ZMO0070	CP023715.1	62217	62864	+	648	838
ZMO1_ZMO0072	CP023715.1	63125	64486	-	1362	4047
ZMO1_ZMO0073	CP023715.1	64495	65379	-	885	3615
ZMO1_ZMO0074	CP023715.1	65434	65964	-	531	908
ZMO1_ZMO0075	CP023715.1	65951	67042	-	1092	2876
ZMO1_ZMO0077	CP023715.1	67151	68488	-	1338	3450
ZMO1_ZMO0078	CP023715.1	68586	69119	-	534	2418
ZMO1_ZMO0079	CP023715.1	69266	69631	-	366	1586
ZMO1_ZMO0080	CP023715.1	69776	70327	-	552	789
ZMO1_ZMO0081	CP023715.1	70349	71407	-	1059	1606
ZMO1_ZMO0082	CP023715.1	71404	72276	-	873	1071
ZMO1_ZMO0083	CP023715.1	72273	74603	-	2331	3140
ZMO1_ZMO0084	CP023715.1	74614	74883	-	270	940
ZMO1_ZMO0085	CP023715.1	75057	76370	-	1314	898
ZMO1_ZMO0086	CP023715.1	76803	78968	-	2166	4563
ZMO1_ZMO0087	CP023715.1	79111	79593	-	483	1131
ZMO1_ZMO0088	CP023715.1	79719	80423	-	705	51
ZMO1_ZMO0089	CP023715.1	80632	81324	-	693	20
ZMO1_ZMO0090	CP023715.1	81761	82558	-	798	1031
ZMO1_ZMO0091	CP023715.1	82625	82780	+	156	0
ZMO1_ZMO0092	CP023715.1	82881	83645	+	765	1338
ZMO1_ZMO0094	CP023715.1	83861	84868	+	1008	2458
ZMO1_ZMO0095	CP023715.1	84951	85172	-	222	919
ZMO1_ZMO0096	CP023715.1	85618	86169	-	552	2692
ZMO1_ZMO2042	CP023715.1	86442	86648	+	207	12
ZMO1_ZMO0099	CP023715.1	86671	87939	+	1269	1832
ZMO1_ZMO0100	CP023715.1	88004	88384	-	381	168
ZMO1_ZMO0101	CP023715.1	88491	89555	+	1065	229
ZMO1_ZMO0102	CP023715.1	89582	89773	+	192	5
ZMO1_ZMO0103	CP023715.1	89985	91547	+	1563	2189
ZMO1_ZMO0105	CP023715.1	91652	93106	+	1455	5628
ZMO1_ZMO0106	CP023715.1	93103	93681	+	579	2378
ZMO1_ZMO0107	CP023715.1	93746	94555	-	810	3342
ZMO1_ZMO0108	CP023715.1	94613	94939	-	327	1083
ZMO1_ZMO0109	CP023715.1	95277	96716	+	1440	4645
ZMO1_ZMO0110	CP023715.1	96713	97702	+	990	3336
ZMO1_ZMO0111	CP023715.1	97849	99645	-	1797	3964
ZMO1_ZMO0112	CP023715.1	99841	100191	+	351	232
ZMO1_ZMO0113	CP023715.1	100924	102387	+	1464	1056
ZMO1_ZMO0114	CP023715.1	102404	103015	+	612	430
ZMO1_ZMO0115	CP023715.1	102981	103817	+	837	987
ZMO1_ZMO0116	CP023715.1	104017	104454	+	438	877
ZMO1_ZMO0117	CP023715.1	104521	106158	+	1638	1966
ZMO1_ZMO0119	CP023715.1	106317	107483	+	1167	181
ZMO1_ZMO0120	CP023715.1	107644	108711	+	1068	4923
ZMO1_ZMO0121	CP023715.1	108979	110328	+	1350	824
ZMO1_ZMO0122	CP023715.1	110563	110850	+	288	681
ZMO1_ZMO0124	CP023715.1	111117	112700	-	1584	1315
ZMO1_ZMO0125	CP023715.1	112713	113186	-	474	528
ZMO1_ZMO0127	CP023715.1	114593	115552	-	960	1521
ZMO1_ZMO0128	CP023715.1	115570	118062	-	2493	2293
ZMO1_ZMO0130	CP023715.1	118385	119179	-	795	1143
ZMO1_ZMO0131	CP023715.1	119337	120281	-	945	1220
ZMO1_ZMO0132	CP023715.1	120789	121607	+	819	201
ZMO1_ZMO0133	CP023715.1	121838	122560	+	723	593
