# Program:featureCounts v2.0.6; Command:"featureCounts" "-p" "-B" "-C" "-P" "--fracOverlap" "0.5" "-T" "4" "-s" "2" "-a" "all.gff" "-t" "CDS" "-g" "locus_tag" "-o" "SRX6700168_cds.txt" "SRX6700168.bam" 
Geneid	Chr	Start	End	Strand	Length	SRX6700168.bam
ZCP4_0001	CP006818.1	520	1974	+	1455	10734
ZCP4_0002	CP006818.1	2069	3934	+	1866	8083
ZCP4_0003	CP006818.1	4350	5450	+	1101	72005
ZCP4_0004	CP006818.1	5634	6194	+	561	9047
ZCP4_0005	CP006818.1	6426	7154	+	729	445300
ZCP4_0006	CP006818.1	7245	8249	-	1005	5215
ZCP4_0007	CP006818.1	8262	9023	-	762	8079
ZCP4_0008	CP006818.1	9136	9966	+	831	17123
ZCP4_0009	CP006818.1	10032	11045	+	1014	22626
ZCP4_0010	CP006818.1	11083	12039	+	957	9653
ZCP4_0011	CP006818.1	12107	14710	+	2604	14821
ZCP4_0012	CP006818.1	14834	15679	-	846	29343
ZCP4_0014	CP006818.1	16530	17450	+	921	5850
ZCP4_0015	CP006818.1	17832	19130	+	1299	8839
ZCP4_0016	CP006818.1	19159	19773	+	615	9251
ZCP4_0017	CP006818.1	19777	20484	-	708	2987
ZCP4_0018	CP006818.1	20616	21527	+	912	1221
ZCP4_0019	CP006818.1	21668	22270	-	603	4600
ZCP4_0020	CP006818.1	22550	23164	-	615	8559
ZCP4_0021	CP006818.1	23882	26695	-	2814	22920
ZCP4_0022	CP006818.1	27020	27796	-	777	4786
ZCP4_0023	CP006818.1	27849	28655	-	807	6679
ZCP4_0024	CP006818.1	28673	28945	-	273	3304
ZCP4_0025	CP006818.1	28942	29346	-	405	5858
ZCP4_0026	CP006818.1	29354	30325	-	972	15440
ZCP4_0027	CP006818.1	30348	30839	-	492	6040
ZCP4_0028	CP006818.1	30982	32619	-	1638	22179
ZCP4_0029	CP006818.1	32588	33295	-	708	11151
ZCP4_0030	CP006818.1	33572	35029	+	1458	19195
ZCP4_0031	CP006818.1	35065	36291	+	1227	2682
ZCP4_0032	CP006818.1	36500	37090	+	591	4808
ZCP4_0033	CP006818.1	37594	38316	+	723	5308
ZCP4_0034	CP006818.1	38321	39091	+	771	3963
ZCP4_0035	CP006818.1	39177	40511	+	1335	1361
ZCP4_0036	CP006818.1	40528	41397	+	870	5908
ZCP4_0037	CP006818.1	41409	42245	-	837	7976
ZCP4_0038	CP006818.1	42256	43263	-	1008	41766
ZCP4_0039	CP006818.1	43305	44720	-	1416	91020
ZCP4_0040	CP006818.1	44839	47163	-	2325	10010
ZCP4_0041	CP006818.1	47548	49032	+	1485	149153
ZCP4_0042	CP006818.1	49044	49490	+	447	12520
ZCP4_0043	CP006818.1	49583	51106	-	1524	2340
ZCP4_0044	CP006818.1	51400	52149	+	750	584
ZCP4_0045	CP006818.1	52355	52570	+	216	5887
ZCP4_0046	CP006818.1	52699	53208	+	510	8933
ZCP4_0047	CP006818.1	53259	54113	+	855	7678
ZCP4_0048	CP006818.1	54240	54890	-	651	2544
ZCP4_0049	CP006818.1	55066	57483	-	2418	3844
ZCP4_0050	CP006818.1	58120	58878	+	759	2098
ZCP4_0051	CP006818.1	58918	59571	-	654	1014
ZCP4_0052	CP006818.1	59568	60521	-	954	2696
ZCP4_0053	CP006818.1	60766	60900	-	135	2
ZCP4_0054	CP006818.1	61190	62800	+	1611	991
ZCP4_0055	CP006818.1	62993	63241	+	249	4558
ZCP4_0056	CP006818.1	63349	64470	-	1122	5611
ZCP4_0057	CP006818.1	64876	65472	+	597	6141
ZCP4_0058	CP006818.1	65491	67128	+	1638	7556
ZCP4_0059	CP006818.1	67121	68563	+	1443	3053
ZCP4_0060	CP006818.1	68586	69710	-	1125	5716
ZCP4_0061	CP006818.1	70267	70503	+	237	30578
