# Program:featureCounts v2.0.6; Command:"featureCounts" "-p" "-B" "-C" "-P" "--fracOverlap" "0.5" "-T" "4" "-s" "2" "-a" "all.gff" "-t" "CDS" "-g" "locus_tag" "-o" "SRX14570260_cds.txt" "SRX14570260.bam" 
Geneid	Chr	Start	End	Strand	Length	SRX14570260.bam
ZCP4_0001	CP006818.1	520	1974	+	1455	1913
ZCP4_0002	CP006818.1	2069	3934	+	1866	3525
ZCP4_0003	CP006818.1	4350	5450	+	1101	128646
ZCP4_0004	CP006818.1	5634	6194	+	561	1670
ZCP4_0005	CP006818.1	6426	7154	+	729	19340
ZCP4_0006	CP006818.1	7245	8249	-	1005	1532
ZCP4_0007	CP006818.1	8262	9023	-	762	3214
ZCP4_0008	CP006818.1	9136	9966	+	831	15147
ZCP4_0009	CP006818.1	10032	11045	+	1014	8067
ZCP4_0010	CP006818.1	11083	12039	+	957	6205
ZCP4_0011	CP006818.1	12107	14710	+	2604	8938
ZCP4_0012	CP006818.1	14834	15679	-	846	5348
ZCP4_0014	CP006818.1	16530	17450	+	921	2129
ZCP4_0015	CP006818.1	17832	19130	+	1299	82
ZCP4_0016	CP006818.1	19159	19773	+	615	126
ZCP4_0017	CP006818.1	19777	20484	-	708	1861
ZCP4_0018	CP006818.1	20616	21527	+	912	52
ZCP4_0019	CP006818.1	21668	22270	-	603	6518
ZCP4_0020	CP006818.1	22550	23164	-	615	4717
ZCP4_0021	CP006818.1	23882	26695	-	2814	9827
ZCP4_0022	CP006818.1	27020	27796	-	777	1811
ZCP4_0023	CP006818.1	27849	28655	-	807	2097
ZCP4_0024	CP006818.1	28673	28945	-	273	497
ZCP4_0025	CP006818.1	28942	29346	-	405	2555
ZCP4_0026	CP006818.1	29354	30325	-	972	2458
ZCP4_0027	CP006818.1	30348	30839	-	492	114
ZCP4_0028	CP006818.1	30982	32619	-	1638	12169
ZCP4_0029	CP006818.1	32588	33295	-	708	1973
ZCP4_0030	CP006818.1	33572	35029	+	1458	20033
