# Program:featureCounts v2.0.6; Command:"featureCounts" "-p" "-B" "-C" "-P" "--fracOverlap" "0.5" "-T" "4" "-s" "2" "-a" "all.gff" "-t" "CDS" "-g" "locus_tag" "-o" "SRX3316736_cds.txt" "SRX3316736.bam" 
Geneid	Chr	Start	End	Strand	Length	SRX3316736.bam
ZCP4_0001	CP006818.1	520	1974	+	1455	10865
ZCP4_0002	CP006818.1	2069	3934	+	1866	22792
ZCP4_0003	CP006818.1	4350	5450	+	1101	432664
ZCP4_0004	CP006818.1	5634	6194	+	561	7851
ZCP4_0005	CP006818.1	6426	7154	+	729	41293
ZCP4_0006	CP006818.1	7245	8249	-	1005	10088
ZCP4_0007	CP006818.1	8262	9023	-	762	6563
ZCP4_0008	CP006818.1	9136	9966	+	831	26835
ZCP4_0009	CP006818.1	10032	11045	+	1014	40621
ZCP4_0010	CP006818.1	11083	12039	+	957	16591
ZCP4_0011	CP006818.1	12107	14710	+	2604	30157
ZCP4_0012	CP006818.1	14834	15679	-	846	9503
ZCP4_0014	CP006818.1	16530	17450	+	921	6640
ZCP4_0015	CP006818.1	17832	19130	+	1299	1353
ZCP4_0016	CP006818.1	19159	19773	+	615	2213
ZCP4_0017	CP006818.1	19777	20484	-	708	1137
ZCP4_0018	CP006818.1	20616	21527	+	912	1021
ZCP4_0019	CP006818.1	21668	22270	-	603	15347
ZCP4_0020	CP006818.1	22550	23164	-	615	4159
ZCP4_0021	CP006818.1	23882	26695	-	2814	32703
ZCP4_0022	CP006818.1	27020	27796	-	777	3421
ZCP4_0023	CP006818.1	27849	28655	-	807	7963
ZCP4_0024	CP006818.1	28673	28945	-	273	3138
ZCP4_0025	CP006818.1	28942	29346	-	405	6357
ZCP4_0026	CP006818.1	29354	30325	-	972	8383
ZCP4_0027	CP006818.1	30348	30839	-	492	628
ZCP4_0028	CP006818.1	30982	32619	-	1638	15690
ZCP4_0029	CP006818.1	32588	33295	-	708	10671
ZCP4_0030	CP006818.1	33572	35029	+	1458	96719
ZCP4_0031	CP006818.1	35065	36291	+	1227	15541
ZCP4_0032	CP006818.1	36500	37090	+	591	5041
ZCP4_0033	CP006818.1	37594	38316	+	723	8297
ZCP4_0034	CP006818.1	38321	39091	+	771	5934
ZCP4_0035	CP006818.1	39177	40511	+	1335	4252
ZCP4_0036	CP006818.1	40528	41397	+	870	6967
ZCP4_0037	CP006818.1	41409	42245	-	837	6774
ZCP4_0038	CP006818.1	42256	43263	-	1008	16045
ZCP4_0039	CP006818.1	43305	44720	-	1416	23037
ZCP4_0040	CP006818.1	44839	47163	-	2325	10485
ZCP4_0041	CP006818.1	47548	49032	+	1485	16621
ZCP4_0042	CP006818.1	49044	49490	+	447	1224
ZCP4_0043	CP006818.1	49583	51106	-	1524	9355
ZCP4_0044	CP006818.1	51400	52149	+	750	2258
ZCP4_0045	CP006818.1	52355	52570	+	216	9838
ZCP4_0046	CP006818.1	52699	53208	+	510	15766
ZCP4_0047	CP006818.1	53259	54113	+	855	15325
ZCP4_0048	CP006818.1	54240	54890	-	651	795
ZCP4_0049	CP006818.1	55066	57483	-	2418	1134
ZCP4_0050	CP006818.1	58120	58878	+	759	3848
ZCP4_0051	CP006818.1	58918	59571	-	654	2017
ZCP4_0052	CP006818.1	59568	60521	-	954	5940
