# Program:featureCounts v2.0.6; Command:"featureCounts" "-p" "-B" "-C" "-P" "--fracOverlap" "0.5" "-T" "4" "-s" "2" "-a" "all.gff" "-t" "CDS" "-g" "locus_tag" "-o" "SRX18804546_cds.txt" "SRX18804546.bam" 
Geneid	Chr	Start	End	Strand	Length	SRX18804546.bam
ZCP4_0001	CP006818.1	520	1974	+	1455	1119
ZCP4_0002	CP006818.1	2069	3934	+	1866	3586
ZCP4_0003	CP006818.1	4350	5450	+	1101	66438
ZCP4_0004	CP006818.1	5634	6194	+	561	996
ZCP4_0005	CP006818.1	6426	7154	+	729	25076
ZCP4_0006	CP006818.1	7245	8249	-	1005	1518
ZCP4_0007	CP006818.1	8262	9023	-	762	2380
ZCP4_0008	CP006818.1	9136	9966	+	831	8642
ZCP4_0009	CP006818.1	10032	11045	+	1014	4941
ZCP4_0010	CP006818.1	11083	12039	+	957	2007
ZCP4_0011	CP006818.1	12107	14710	+	2604	4764
ZCP4_0012	CP006818.1	14834	15679	-	846	2410
ZCP4_0014	CP006818.1	16530	17450	+	921	1185
ZCP4_0015	CP006818.1	17832	19130	+	1299	38
ZCP4_0016	CP006818.1	19159	19773	+	615	156
ZCP4_0017	CP006818.1	19777	20484	-	708	456
ZCP4_0018	CP006818.1	20616	21527	+	912	115
ZCP4_0019	CP006818.1	21668	22270	-	603	1781
ZCP4_0020	CP006818.1	22550	23164	-	615	1221
ZCP4_0021	CP006818.1	23882	26695	-	2814	4455
ZCP4_0022	CP006818.1	27020	27796	-	777	2275
ZCP4_0023	CP006818.1	27849	28655	-	807	2141
ZCP4_0024	CP006818.1	28673	28945	-	273	1604
ZCP4_0025	CP006818.1	28942	29346	-	405	3419
ZCP4_0026	CP006818.1	29354	30325	-	972	2684
ZCP4_0027	CP006818.1	30348	30839	-	492	290
ZCP4_0028	CP006818.1	30982	32619	-	1638	9981
ZCP4_0029	CP006818.1	32588	33295	-	708	1567
ZCP4_0030	CP006818.1	33572	35029	+	1458	22243
ZCP4_0031	CP006818.1	35065	36291	+	1227	862
ZCP4_0032	CP006818.1	36500	37090	+	591	1183
ZCP4_0033	CP006818.1	37594	38316	+	723	2181
ZCP4_0034	CP006818.1	38321	39091	+	771	2825
ZCP4_0035	CP006818.1	39177	40511	+	1335	453
ZCP4_0036	CP006818.1	40528	41397	+	870	3415
ZCP4_0037	CP006818.1	41409	42245	-	837	1377
ZCP4_0038	CP006818.1	42256	43263	-	1008	4875
ZCP4_0039	CP006818.1	43305	44720	-	1416	11020
ZCP4_0040	CP006818.1	44839	47163	-	2325	2510
ZCP4_0041	CP006818.1	47548	49032	+	1485	7516
ZCP4_0042	CP006818.1	49044	49490	+	447	432
ZCP4_0043	CP006818.1	49583	51106	-	1524	1902
