# Program:featureCounts v2.0.6; Command:"featureCounts" "-p" "-B" "-C" "-P" "--fracOverlap" "0.5" "-T" "4" "-s" "2" "-a" "all.gff" "-t" "CDS" "-g" "locus_tag" "-o" "SRX3316738_cds.txt" "SRX3316738.bam" 
Geneid	Chr	Start	End	Strand	Length	SRX3316738.bam
ZCP4_0001	CP006818.1	520	1974	+	1455	14148
ZCP4_0002	CP006818.1	2069	3934	+	1866	24359
ZCP4_0003	CP006818.1	4350	5450	+	1101	460613
ZCP4_0004	CP006818.1	5634	6194	+	561	6654
ZCP4_0005	CP006818.1	6426	7154	+	729	28401
ZCP4_0006	CP006818.1	7245	8249	-	1005	9302
ZCP4_0007	CP006818.1	8262	9023	-	762	5646
ZCP4_0008	CP006818.1	9136	9966	+	831	26162
ZCP4_0009	CP006818.1	10032	11045	+	1014	37687
ZCP4_0010	CP006818.1	11083	12039	+	957	17011
ZCP4_0011	CP006818.1	12107	14710	+	2604	26490
ZCP4_0012	CP006818.1	14834	15679	-	846	8373
ZCP4_0014	CP006818.1	16530	17450	+	921	4309
ZCP4_0015	CP006818.1	17832	19130	+	1299	852
ZCP4_0016	CP006818.1	19159	19773	+	615	2428
ZCP4_0017	CP006818.1	19777	20484	-	708	778
ZCP4_0018	CP006818.1	20616	21527	+	912	948
ZCP4_0019	CP006818.1	21668	22270	-	603	9249
ZCP4_0020	CP006818.1	22550	23164	-	615	2967
ZCP4_0021	CP006818.1	23882	26695	-	2814	31829
ZCP4_0022	CP006818.1	27020	27796	-	777	4666
ZCP4_0023	CP006818.1	27849	28655	-	807	8853
ZCP4_0024	CP006818.1	28673	28945	-	273	2906
ZCP4_0025	CP006818.1	28942	29346	-	405	6371
ZCP4_0026	CP006818.1	29354	30325	-	972	9021
ZCP4_0027	CP006818.1	30348	30839	-	492	859
ZCP4_0028	CP006818.1	30982	32619	-	1638	18468
ZCP4_0029	CP006818.1	32588	33295	-	708	14046
ZCP4_0030	CP006818.1	33572	35029	+	1458	90914
ZCP4_0031	CP006818.1	35065	36291	+	1227	21545
ZCP4_0032	CP006818.1	36500	37090	+	591	5332
ZCP4_0033	CP006818.1	37594	38316	+	723	10337
ZCP4_0034	CP006818.1	38321	39091	+	771	7650
ZCP4_0035	CP006818.1	39177	40511	+	1335	5664
ZCP4_0036	CP006818.1	40528	41397	+	870	7733
ZCP4_0037	CP006818.1	41409	42245	-	837	8251
ZCP4_0038	CP006818.1	42256	43263	-	1008	18252
ZCP4_0039	CP006818.1	43305	44720	-	1416	24592
ZCP4_0040	CP006818.1	44839	47163	-	2325	14612
ZCP4_0041	CP006818.1	47548	49032	+	1485	14880
ZCP4_0042	CP006818.1	49044	49490	+	447	1601
ZCP4_0043	CP006818.1	49583	51106	-	1524	9538
ZCP4_0044	CP006818.1	51400	52149	+	750	2580
ZCP4_0045	CP006818.1	52355	52570	+	216	8443
ZCP4_0046	CP006818.1	52699	53208	+	510	15823
ZCP4_0047	CP006818.1	53259	54113	+	855	13871
ZCP4_0048	CP006818.1	54240	54890	-	651	963
ZCP4_0049	CP006818.1	55066	57483	-	2418	1075
ZCP4_0050	CP006818.1	58120	58878	+	759	3785
ZCP4_0051	CP006818.1	58918	59571	-	654	2560
ZCP4_0052	CP006818.1	59568	60521	-	954	6805
ZCP4_0053	CP006818.1	60766	60900	-	135	3
ZCP4_0054	CP006818.1	61190	62800	+	1611	1777
ZCP4_0055	CP006818.1	62993	63241	+	249	1239
ZCP4_0056	CP006818.1	63349	64470	-	1122	1552
ZCP4_0057	CP006818.1	64876	65472	+	597	1287
ZCP4_0058	CP006818.1	65491	67128	+	1638	1850
ZCP4_0059	CP006818.1	67121	68563	+	1443	2255
ZCP4_0060	CP006818.1	68586	69710	-	1125	3223
ZCP4_0061	CP006818.1	70267	70503	+	237	88506
ZCP4_0062	CP006818.1	70693	71955	+	1263	100265
ZCP4_0063	CP006818.1	71989	72960	+	972	12750
ZCP4_0064	CP006818.1	73164	73403	-	240	4285
ZCP4_0065	CP006818.1	73436	74674	-	1239	29812
ZCP4_0066	CP006818.1	75002	76612	+	1611	5474
ZCP4_0067	CP006818.1	76662	78071	-	1410	4467
ZCP4_0068	CP006818.1	78304	79170	+	867	9276
ZCP4_0069	CP006818.1	79300	80511	-	1212	34746
