# Program:featureCounts v2.0.6; Command:"featureCounts" "-p" "-B" "-C" "-P" "--fracOverlap" "0.5" "-T" "4" "-s" "2" "-a" "all.gff" "-t" "CDS" "-g" "locus_tag" "-o" "SRX2037693_cds.txt" "SRX2037693.bam" 
Geneid	Chr	Start	End	Strand	Length	SRX2037693.bam
ZCP4_0001	CP006818.1	520	1974	+	1455	4126
ZCP4_0002	CP006818.1	2069	3934	+	1866	5761
ZCP4_0003	CP006818.1	4350	5450	+	1101	26744
ZCP4_0004	CP006818.1	5634	6194	+	561	5083
ZCP4_0005	CP006818.1	6426	7154	+	729	71032
ZCP4_0006	CP006818.1	7245	8249	-	1005	1194
ZCP4_0007	CP006818.1	8262	9023	-	762	2335
ZCP4_0008	CP006818.1	9136	9966	+	831	2235
ZCP4_0009	CP006818.1	10032	11045	+	1014	7144
ZCP4_0010	CP006818.1	11083	12039	+	957	5533
ZCP4_0011	CP006818.1	12107	14710	+	2604	2715
ZCP4_0012	CP006818.1	14834	15679	-	846	9227
ZCP4_0014	CP006818.1	16530	17450	+	921	1835
ZCP4_0015	CP006818.1	17832	19130	+	1299	533
ZCP4_0016	CP006818.1	19159	19773	+	615	375
ZCP4_0017	CP006818.1	19777	20484	-	708	1334
ZCP4_0018	CP006818.1	20616	21527	+	912	202
ZCP4_0019	CP006818.1	21668	22270	-	603	627
ZCP4_0020	CP006818.1	22550	23164	-	615	2158
ZCP4_0021	CP006818.1	23882	26695	-	2814	9095
ZCP4_0022	CP006818.1	27020	27796	-	777	1824
ZCP4_0023	CP006818.1	27849	28655	-	807	1705
ZCP4_0024	CP006818.1	28673	28945	-	273	476
ZCP4_0025	CP006818.1	28942	29346	-	405	664
ZCP4_0026	CP006818.1	29354	30325	-	972	874
ZCP4_0027	CP006818.1	30348	30839	-	492	471
ZCP4_0028	CP006818.1	30982	32619	-	1638	2821
ZCP4_0029	CP006818.1	32588	33295	-	708	1551
ZCP4_0030	CP006818.1	33572	35029	+	1458	5515
ZCP4_0031	CP006818.1	35065	36291	+	1227	1564
ZCP4_0032	CP006818.1	36500	37090	+	591	225
ZCP4_0033	CP006818.1	37594	38316	+	723	706
ZCP4_0034	CP006818.1	38321	39091	+	771	534
ZCP4_0035	CP006818.1	39177	40511	+	1335	412
ZCP4_0036	CP006818.1	40528	41397	+	870	5129
ZCP4_0037	CP006818.1	41409	42245	-	837	6413
ZCP4_0038	CP006818.1	42256	43263	-	1008	13149
ZCP4_0039	CP006818.1	43305	44720	-	1416	34085
ZCP4_0040	CP006818.1	44839	47163	-	2325	4430
ZCP4_0041	CP006818.1	47548	49032	+	1485	7615
ZCP4_0042	CP006818.1	49044	49490	+	447	1906
ZCP4_0043	CP006818.1	49583	51106	-	1524	895
ZCP4_0044	CP006818.1	51400	52149	+	750	466
ZCP4_0045	CP006818.1	52355	52570	+	216	6476
ZCP4_0046	CP006818.1	52699	53208	+	510	10229
ZCP4_0047	CP006818.1	53259	54113	+	855	4495
ZCP4_0048	CP006818.1	54240	54890	-	651	392
ZCP4_0049	CP006818.1	55066	57483	-	2418	4053
ZCP4_0050	CP006818.1	58120	58878	+	759	754
ZCP4_0051	CP006818.1	58918	59571	-	654	739
ZCP4_0052	CP006818.1	59568	60521	-	954	1110
ZCP4_0053	CP006818.1	60766	60900	-	135	3
ZCP4_0054	CP006818.1	61190	62800	+	1611	535
ZCP4_0055	CP006818.1	62993	63241	+	249	1791
ZCP4_0056	CP006818.1	63349	64470	-	1122	1841
ZCP4_0057	CP006818.1	64876	65472	+	597	3030
ZCP4_0058	CP006818.1	65491	67128	+	1638	1111
ZCP4_0059	CP006818.1	67121	68563	+	1443	645
ZCP4_0060	CP006818.1	68586	69710	-	1125	1776
ZCP4_0061	CP006818.1	70267	70503	+	237	44462
ZCP4_0062	CP006818.1	70693	71955	+	1263	3452
ZCP4_0063	CP006818.1	71989	72960	+	972	948
ZCP4_0064	CP006818.1	73164	73403	-	240	2996
ZCP4_0065	CP006818.1	73436	74674	-	1239	4793
ZCP4_0066	CP006818.1	75002	76612	+	1611	2065
ZCP4_0067	CP006818.1	76662	78071	-	1410	783
ZCP4_0068	CP006818.1	78304	79170	+	867	3379
ZCP4_0069	CP006818.1	79300	80511	-	1212	7479
ZCP4_0070	CP006818.1	80573	80821	-	249	2471
ZCP4_0071	CP006818.1	81087	82106	+	1020	1420
ZCP4_0072	CP006818.1	82185	83765	-	1581	4925
ZCP4_0073	CP006818.1	83985	84641	-	657	807
ZCP4_0074	CP006818.1	84652	85833	-	1182	399
ZCP4_0075	CP006818.1	85871	86593	-	723	477
ZCP4_0076	CP006818.1	86594	87427	-	834	364
ZCP4_0077	CP006818.1	87372	88430	-	1059	1236
ZCP4_0078	CP006818.1	88616	90868	-	2253	1630
ZCP4_0079	CP006818.1	91468	92184	+	717	935
ZCP4_0080	CP006818.1	92181	92345	+	165	213
ZCP4_0081	CP006818.1	92369	92809	+	441	437
ZCP4_0082	CP006818.1	92811	94757	+	1947	636
ZCP4_0083	CP006818.1	94754	95284	+	531	361
ZCP4_0084	CP006818.1	95281	95709	+	429	281
ZCP4_0085	CP006818.1	95706	96347	+	642	205
ZCP4_0086	CP006818.1	96379	96867	+	489	180
ZCP4_0087	CP006818.1	97098	97541	+	444	60
ZCP4_0088	CP006818.1	97831	98319	+	489	449
ZCP4_0089	CP006818.1	98988	99113	-	126	5077
ZCP4_0090	CP006818.1	99408	100205	+	798	442
ZCP4_0091	CP006818.1	100202	101344	+	1143	1141
ZCP4_0092	CP006818.1	101594	102280	+	687	76443
ZCP4_0093	CP006818.1	102750	103745	+	996	440
ZCP4_0094	CP006818.1	104214	105473	+	1260	27730
ZCP4_0095	CP006818.1	105721	106206	+	486	1295
ZCP4_0096	CP006818.1	106384	108333	+	1950	1896
ZCP4_0097	CP006818.1	108385	109797	+	1413	383
ZCP4_0098	CP006818.1	109846	111150	-	1305	144
ZCP4_0099	CP006818.1	111393	112229	+	837	0
ZCP4_0100	CP006818.1	112495	117828	-	5334	0
ZCP4_0101	CP006818.1	117837	118772	-	936	0
ZCP4_0102	CP006818.1	119027	119959	-	933	0
ZCP4_0103	CP006818.1	119971	120954	-	984	0
ZCP4_0105	CP006818.1	121932	123692	-	1761	2345
ZCP4_0106	CP006818.1	123841	124446	+	606	705
ZCP4_0107	CP006818.1	124534	125529	+	996	2042
ZCP4_0108	CP006818.1	125609	126238	-	630	34370
ZCP4_0109	CP006818.1	126253	126477	-	225	6012
ZCP4_0110	CP006818.1	126498	126872	-	375	17248
ZCP4_0111	CP006818.1	127394	128329	+	936	677
ZCP4_0112	CP006818.1	128399	129136	+	738	4151
ZCP4_0113	CP006818.1	129287	129949	+	663	1007
ZCP4_0114	CP006818.1	130102	130365	+	264	1023
ZCP4_0115	CP006818.1	130450	130908	+	459	303
ZCP4_0116	CP006818.1	130905	131693	+	789	545
ZCP4_0117	CP006818.1	132676	132999	+	324	72
ZCP4_0118	CP006818.1	133303	134955	-	1653	4745
ZCP4_0119	CP006818.1	134982	135194	-	213	5972
ZCP4_0120	CP006818.1	135539	137059	-	1521	3996
ZCP4_0121	CP006818.1	137187	137666	-	480	881
ZCP4_0122	CP006818.1	137944	139467	+	1524	30446
ZCP4_0123	CP006818.1	139630	140976	+	1347	11438
ZCP4_0125	CP006818.1	141443	143401	+	1959	6788
ZCP4_0127	CP006818.1	144331	145320	-	990	1317
ZCP4_0128	CP006818.1	145390	146340	+	951	70
ZCP4_0129	CP006818.1	146300	146404	-	105	35
ZCP4_0130	CP006818.1	146829	147146	+	318	658
ZCP4_0131	CP006818.1	147523	148254	-	732	1275
ZCP4_0132	CP006818.1	148251	148721	-	471	1301
ZCP4_0133	CP006818.1	148726	150015	-	1290	1845
ZCP4_0134	CP006818.1	150035	150508	-	474	1252
ZCP4_0135	CP006818.1	150727	151941	-	1215	6756
ZCP4_0136	CP006818.1	152077	152907	-	831	144
ZCP4_0137	CP006818.1	152932	154344	-	1413	1465
ZCP4_0138	CP006818.1	154638	155276	+	639	933
ZCP4_0139	CP006818.1	155326	156483	+	1158	801
ZCP4_0140	CP006818.1	156635	160288	+	3654	9064
ZCP4_0141	CP006818.1	160697	161455	-	759	800
ZCP4_0142	CP006818.1	161452	161892	-	441	568
ZCP4_0143	CP006818.1	161924	163177	-	1254	2368
ZCP4_0144	CP006818.1	163204	164742	-	1539	10400
ZCP4_0145	CP006818.1	164746	165474	-	729	12483
ZCP4_0147	CP006818.1	165784	166596	+	813	8533
ZCP4_0148	CP006818.1	166608	168548	-	1941	10962
ZCP4_0149	CP006818.1	168523	169317	-	795	7405
ZCP4_0150	CP006818.1	169621	171267	+	1647	20476
ZCP4_0151	CP006818.1	171385	173028	+	1644	16890
ZCP4_0152	CP006818.1	173323	174171	+	849	7158
ZCP4_0153	CP006818.1	174332	175069	+	738	4919
ZCP4_0154	CP006818.1	175428	176882	+	1455	2698
ZCP4_0155	CP006818.1	176879	178072	+	1194	1599
ZCP4_0156	CP006818.1	178127	178501	+	375	4495
ZCP4_0157	CP006818.1	178529	179254	+	726	2473
ZCP4_0158	CP006818.1	179251	180669	+	1419	2956
ZCP4_0159	CP006818.1	180669	182885	+	2217	1914
ZCP4_0160	CP006818.1	182885	187054	+	4170	6630
ZCP4_0161	CP006818.1	187051	188325	-	1275	3173
ZCP4_0162	CP006818.1	188451	189485	+	1035	2763
ZCP4_0163	CP006818.1	189482	189784	-	303	1493
ZCP4_0164	CP006818.1	189838	190698	-	861	1545
ZCP4_0165	CP006818.1	190897	192852	+	1956	1858
ZCP4_0166	CP006818.1	193070	194134	+	1065	11300
ZCP4_0167	CP006818.1	194211	195056	+	846	228
ZCP4_0168	CP006818.1	195142	195837	-	696	2032
ZCP4_0169	CP006818.1	195837	196550	-	714	2449
ZCP4_0170	CP006818.1	196757	198022	-	1266	882
ZCP4_0171	CP006818.1	198226	198966	+	741	4899
ZCP4_0172	CP006818.1	198963	199763	+	801	3312
ZCP4_0173	CP006818.1	199918	200616	-	699	5192
ZCP4_0174	CP006818.1	201072	201167	-	96	12
ZCP4_0175	CP006818.1	201259	202011	+	753	11793
ZCP4_0176	CP006818.1	202119	203042	+	924	4301
ZCP4_0177	CP006818.1	203179	203907	+	729	3587
ZCP4_0178	CP006818.1	203907	204464	+	558	6476
ZCP4_0179	CP006818.1	204461	205207	+	747	2569
ZCP4_0180	CP006818.1	205204	205833	+	630	779
ZCP4_0181	CP006818.1	205833	206999	+	1167	2199
ZCP4_0182	CP006818.1	206996	208126	+	1131	3550
ZCP4_0183	CP006818.1	208255	211482	+	3228	5620
ZCP4_0184	CP006818.1	211482	212153	+	672	3312
ZCP4_0185	CP006818.1	212160	212636	+	477	2919
ZCP4_0186	CP006818.1	212765	212992	+	228	31026
ZCP4_0187	CP006818.1	213052	213405	+	354	346
ZCP4_0188	CP006818.1	213481	214134	+	654	642
ZCP4_0189	CP006818.1	214443	215402	+	960	3773
ZCP4_0190	CP006818.1	216109	217128	-	1020	57322
ZCP4_0191	CP006818.1	217174	217686	-	513	2224
ZCP4_0192	CP006818.1	217708	219495	-	1788	14480
ZCP4_0193	CP006818.1	219649	220587	-	939	4870
ZCP4_0194	CP006818.1	220580	221461	+	882	14646
ZCP4_0195	CP006818.1	221885	223330	+	1446	16922
ZCP4_0196	CP006818.1	223428	224801	+	1374	1888
ZCP4_0197	CP006818.1	224856	225752	-	897	2402
ZCP4_0198	CP006818.1	225768	226397	-	630	9826
ZCP4_0199	CP006818.1	226498	227469	+	972	920
ZCP4_0200	CP006818.1	227469	227912	+	444	1152
ZCP4_0201	CP006818.1	228097	228783	-	687	5108
ZCP4_0202	CP006818.1	228788	229345	-	558	4989
ZCP4_0203	CP006818.1	229339	230499	-	1161	2691
ZCP4_0204	CP006818.1	230651	231676	+	1026	10848
ZCP4_0206	CP006818.1	232137	234440	+	2304	5891
ZCP4_0207	CP006818.1	234440	235867	+	1428	1574
ZCP4_0209	CP006818.1	236680	237021	+	342	4537
ZCP4_0210	CP006818.1	237023	237499	+	477	1192
ZCP4_0211	CP006818.1	237750	238421	-	672	1087
ZCP4_0212	CP006818.1	238501	243096	-	4596	12466
ZCP4_0213	CP006818.1	243198	244670	-	1473	5502
ZCP4_0214	CP006818.1	244828	245631	-	804	754
ZCP4_0216	CP006818.1	246053	246673	-	621	321
ZCP4_0217	CP006818.1	246804	248129	-	1326	11938
ZCP4_0218	CP006818.1	248394	248996	+	603	673
ZCP4_0219	CP006818.1	249001	250242	-	1242	1636
ZCP4_0220	CP006818.1	250612	251907	+	1296	10747
ZCP4_0221	CP006818.1	252139	252621	-	483	2844
ZCP4_0222	CP006818.1	252918	255182	+	2265	990
ZCP4_0224	CP006818.1	255481	257868	+	2388	6433
ZCP4_0225	CP006818.1	257852	258376	+	525	1646
ZCP4_0226	CP006818.1	258452	259213	+	762	3118
ZCP4_0227	CP006818.1	259222	262203	+	2982	3434
ZCP4_0228	CP006818.1	262213	265701	+	3489	3073
ZCP4_0229	CP006818.1	265786	266106	+	321	12170
ZCP4_0230	CP006818.1	266208	268496	+	2289	28215
ZCP4_0231	CP006818.1	268937	269758	-	822	3750
ZCP4_0232	CP006818.1	270110	270874	-	765	7059
ZCP4_0233	CP006818.1	270871	271647	-	777	5101
ZCP4_0234	CP006818.1	271647	273212	-	1566	4295
ZCP4_0235	CP006818.1	273230	274222	-	993	2283
ZCP4_0236	CP006818.1	274222	274872	-	651	1295
ZCP4_0237	CP006818.1	274851	276053	-	1203	3883
ZCP4_0238	CP006818.1	276105	276605	-	501	593
ZCP4_0239	CP006818.1	276562	277647	-	1086	1870
ZCP4_0240	CP006818.1	277726	278745	-	1020	6134
ZCP4_0241	CP006818.1	278901	282905	-	4005	4887
ZCP4_0242	CP006818.1	282902	285217	-	2316	762
ZCP4_0243	CP006818.1	285214	287298	-	2085	589
ZCP4_0244	CP006818.1	287302	287391	-	90	10
ZCP4_0245	CP006818.1	287381	288001	-	621	718
ZCP4_0246	CP006818.1	288054	288239	-	186	1236
ZCP4_0247	CP006818.1	288382	288756	-	375	1425
ZCP4_0248	CP006818.1	288753	289502	-	750	8105
ZCP4_0249	CP006818.1	289499	289990	-	492	6617
ZCP4_0250	CP006818.1	289994	290425	-	432	6257
ZCP4_0251	CP006818.1	290457	291881	-	1425	5553
ZCP4_0252	CP006818.1	292243	293052	+	810	1672
ZCP4_0253	CP006818.1	293049	294308	+	1260	1340
ZCP4_0254	CP006818.1	294305	295237	+	933	1368
ZCP4_0255	CP006818.1	295266	295559	-	294	911
ZCP4_0257	CP006818.1	295811	296335	+	525	1592
ZCP4_0258	CP006818.1	296378	296812	-	435	2581
ZCP4_0259	CP006818.1	296809	297213	-	405	4810
ZCP4_0260	CP006818.1	297346	297636	-	291	1686
ZCP4_0261	CP006818.1	297670	298053	-	384	6622
ZCP4_0262	CP006818.1	298071	298343	-	273	4117
ZCP4_0263	CP006818.1	298343	299011	-	669	12671
ZCP4_0264	CP006818.1	299014	299532	-	519	9273
ZCP4_0265	CP006818.1	299708	300784	+	1077	570
ZCP4_0266	CP006818.1	300999	301625	+	627	40628
ZCP4_0267	CP006818.1	301688	302110	-	423	1927
ZCP4_0268	CP006818.1	302507	303040	+	534	1204
ZCP4_0269	CP006818.1	303045	304265	+	1221	1041
ZCP4_0270	CP006818.1	304262	306001	-	1740	6465
ZCP4_0271	CP006818.1	306250	308496	-	2247	6399
ZCP4_0272	CP006818.1	308894	309673	-	780	17254
ZCP4_0273	CP006818.1	310008	310880	-	873	1398
ZCP4_0274	CP006818.1	310880	311716	-	837	2586
ZCP4_0275	CP006818.1	311725	312684	-	960	3886
ZCP4_0276	CP006818.1	312779	313819	-	1041	2083
ZCP4_0277	CP006818.1	314085	315671	+	1587	1979
ZCP4_0278	CP006818.1	315757	316221	-	465	3005
ZCP4_0279	CP006818.1	316452	317078	+	627	590
ZCP4_0280	CP006818.1	317101	318138	+	1038	1517
ZCP4_0281	CP006818.1	318226	318780	+	555	1124
ZCP4_0283	CP006818.1	319021	322233	-	3213	6140
ZCP4_0284	CP006818.1	322981	324822	+	1842	5717
ZCP4_0286	CP006818.1	325337	326563	-	1227	5045
ZCP4_0287	CP006818.1	326823	327440	+	618	3485
ZCP4_0288	CP006818.1	327561	328808	-	1248	3088
ZCP4_0289	CP006818.1	328864	330039	-	1176	1332
ZCP4_0290	CP006818.1	330199	330963	-	765	2704
ZCP4_0291	CP006818.1	331008	331925	-	918	8445
ZCP4_0292	CP006818.1	332006	332608	-	603	5296
ZCP4_0293	CP006818.1	332595	332783	-	189	16339
ZCP4_0294	CP006818.1	332820	334838	-	2019	7375
ZCP4_0295	CP006818.1	335187	335951	-	765	4972
ZCP4_0296	CP006818.1	336003	337049	-	1047	2811
ZCP4_0297	CP006818.1	337182	337835	+	654	3232
ZCP4_0298	CP006818.1	338155	339336	+	1182	3800
ZCP4_0299	CP006818.1	339418	340470	+	1053	7931
ZCP4_0300	CP006818.1	340653	341753	+	1101	4539
ZCP4_0301	CP006818.1	341750	342541	+	792	3637
ZCP4_0302	CP006818.1	342552	343499	+	948	4185
ZCP4_0303	CP006818.1	343505	344131	+	627	2469
ZCP4_0304	CP006818.1	344349	344567	+	219	6453
ZCP4_0305	CP006818.1	344573	345181	+	609	1422
ZCP4_0306	CP006818.1	345182	346195	+	1014	206
ZCP4_0307	CP006818.1	346218	346403	+	186	125
ZCP4_0309	CP006818.1	346624	347145	-	522	372
ZCP4_0310	CP006818.1	347180	347968	-	789	4300
ZCP4_0311	CP006818.1	348107	349552	-	1446	827
ZCP4_0312	CP006818.1	349678	350541	-	864	1802
ZCP4_0313	CP006818.1	350663	351769	-	1107	1049
ZCP4_0314	CP006818.1	351769	352917	-	1149	6193
ZCP4_0315	CP006818.1	353087	353734	-	648	972
ZCP4_0316	CP006818.1	353734	354585	-	852	1403
ZCP4_0317	CP006818.1	354575	355912	-	1338	3039
ZCP4_0318	CP006818.1	355985	357475	-	1491	3110
ZCP4_0319	CP006818.1	357732	360011	-	2280	5616
ZCP4_0320	CP006818.1	360441	361430	+	990	707
ZCP4_0321	CP006818.1	361455	361997	-	543	2446
ZCP4_0322	CP006818.1	362336	362962	-	627	119748
