# Program:featureCounts v2.0.6; Command:"featureCounts" "-p" "-B" "-C" "-P" "--fracOverlap" "0.5" "-T" "4" "-s" "2" "-a" "all.gff" "-t" "CDS" "-g" "locus_tag" "-o" "SRX21659709_cds.txt" "SRX21659709.bam" 
Geneid	Chr	Start	End	Strand	Length	SRX21659709.bam
ZCP4_0001	CP006818.1	520	1974	+	1455	1107
ZCP4_0002	CP006818.1	2069	3934	+	1866	2549
ZCP4_0003	CP006818.1	4350	5450	+	1101	185500
ZCP4_0004	CP006818.1	5634	6194	+	561	1183
ZCP4_0005	CP006818.1	6426	7154	+	729	11193
ZCP4_0006	CP006818.1	7245	8249	-	1005	2120
ZCP4_0007	CP006818.1	8262	9023	-	762	2371
ZCP4_0008	CP006818.1	9136	9966	+	831	8903
ZCP4_0009	CP006818.1	10032	11045	+	1014	7324
ZCP4_0010	CP006818.1	11083	12039	+	957	3588
ZCP4_0011	CP006818.1	12107	14710	+	2604	5622
ZCP4_0012	CP006818.1	14834	15679	-	846	1666
ZCP4_0014	CP006818.1	16530	17450	+	921	1724
ZCP4_0015	CP006818.1	17832	19130	+	1299	75
ZCP4_0016	CP006818.1	19159	19773	+	615	269
ZCP4_0017	CP006818.1	19777	20484	-	708	323
ZCP4_0018	CP006818.1	20616	21527	+	912	78
ZCP4_0019	CP006818.1	21668	22270	-	603	2386
ZCP4_0020	CP006818.1	22550	23164	-	615	506
ZCP4_0021	CP006818.1	23882	26695	-	2814	3158
ZCP4_0022	CP006818.1	27020	27796	-	777	856
ZCP4_0023	CP006818.1	27849	28655	-	807	888
ZCP4_0024	CP006818.1	28673	28945	-	273	1556
ZCP4_0025	CP006818.1	28942	29346	-	405	2972
ZCP4_0026	CP006818.1	29354	30325	-	972	1909
ZCP4_0027	CP006818.1	30348	30839	-	492	147
ZCP4_0028	CP006818.1	30982	32619	-	1638	5798
ZCP4_0029	CP006818.1	32588	33295	-	708	861
ZCP4_0030	CP006818.1	33572	35029	+	1458	20099
ZCP4_0031	CP006818.1	35065	36291	+	1227	802
ZCP4_0032	CP006818.1	36500	37090	+	591	528
ZCP4_0033	CP006818.1	37594	38316	+	723	542
ZCP4_0034	CP006818.1	38321	39091	+	771	1172
ZCP4_0035	CP006818.1	39177	40511	+	1335	94
ZCP4_0036	CP006818.1	40528	41397	+	870	1699
ZCP4_0037	CP006818.1	41409	42245	-	837	860
ZCP4_0038	CP006818.1	42256	43263	-	1008	2481
ZCP4_0039	CP006818.1	43305	44720	-	1416	5141
ZCP4_0040	CP006818.1	44839	47163	-	2325	1124
ZCP4_0041	CP006818.1	47548	49032	+	1485	6045
ZCP4_0042	CP006818.1	49044	49490	+	447	240
ZCP4_0043	CP006818.1	49583	51106	-	1524	1278
ZCP4_0044	CP006818.1	51400	52149	+	750	113
ZCP4_0045	CP006818.1	52355	52570	+	216	583
ZCP4_0046	CP006818.1	52699	53208	+	510	2261
ZCP4_0047	CP006818.1	53259	54113	+	855	1417
ZCP4_0048	CP006818.1	54240	54890	-	651	162
ZCP4_0049	CP006818.1	55066	57483	-	2418	236
ZCP4_0050	CP006818.1	58120	58878	+	759	139
ZCP4_0051	CP006818.1	58918	59571	-	654	281
ZCP4_0052	CP006818.1	59568	60521	-	954	553
ZCP4_0053	CP006818.1	60766	60900	-	135	0
ZCP4_0054	CP006818.1	61190	62800	+	1611	118
ZCP4_0055	CP006818.1	62993	63241	+	249	1214
