# Program:featureCounts v2.0.6; Command:"featureCounts" "-p" "-B" "-C" "-P" "--fracOverlap" "0.5" "-T" "4" "-s" "2" "-a" "all.gff" "-t" "CDS" "-g" "locus_tag" "-o" "SRX6700178_cds.txt" "SRX6700178.bam" 
Geneid	Chr	Start	End	Strand	Length	SRX6700178.bam
ZCP4_0001	CP006818.1	520	1974	+	1455	7972
ZCP4_0002	CP006818.1	2069	3934	+	1866	9359
ZCP4_0003	CP006818.1	4350	5450	+	1101	141007
ZCP4_0004	CP006818.1	5634	6194	+	561	10413
ZCP4_0005	CP006818.1	6426	7154	+	729	98915
ZCP4_0006	CP006818.1	7245	8249	-	1005	4747
ZCP4_0007	CP006818.1	8262	9023	-	762	6274
ZCP4_0008	CP006818.1	9136	9966	+	831	22426
ZCP4_0009	CP006818.1	10032	11045	+	1014	25861
ZCP4_0010	CP006818.1	11083	12039	+	957	11233
ZCP4_0011	CP006818.1	12107	14710	+	2604	15340
ZCP4_0012	CP006818.1	14834	15679	-	846	36183
ZCP4_0014	CP006818.1	16530	17450	+	921	5370
ZCP4_0015	CP006818.1	17832	19130	+	1299	1261
ZCP4_0016	CP006818.1	19159	19773	+	615	2685
ZCP4_0017	CP006818.1	19777	20484	-	708	1141
ZCP4_0018	CP006818.1	20616	21527	+	912	668
ZCP4_0019	CP006818.1	21668	22270	-	603	5611
ZCP4_0020	CP006818.1	22550	23164	-	615	4803
ZCP4_0021	CP006818.1	23882	26695	-	2814	43902
ZCP4_0022	CP006818.1	27020	27796	-	777	4627
ZCP4_0023	CP006818.1	27849	28655	-	807	6294
ZCP4_0024	CP006818.1	28673	28945	-	273	3766
ZCP4_0025	CP006818.1	28942	29346	-	405	7442
ZCP4_0026	CP006818.1	29354	30325	-	972	13044
ZCP4_0027	CP006818.1	30348	30839	-	492	3885
ZCP4_0028	CP006818.1	30982	32619	-	1638	18972
ZCP4_0029	CP006818.1	32588	33295	-	708	6734
ZCP4_0030	CP006818.1	33572	35029	+	1458	22820
ZCP4_0031	CP006818.1	35065	36291	+	1227	2773
ZCP4_0032	CP006818.1	36500	37090	+	591	6729
ZCP4_0033	CP006818.1	37594	38316	+	723	5019
ZCP4_0034	CP006818.1	38321	39091	+	771	3362
ZCP4_0035	CP006818.1	39177	40511	+	1335	891
ZCP4_0036	CP006818.1	40528	41397	+	870	6638
ZCP4_0037	CP006818.1	41409	42245	-	837	2659
ZCP4_0038	CP006818.1	42256	43263	-	1008	13397
ZCP4_0039	CP006818.1	43305	44720	-	1416	31708
ZCP4_0040	CP006818.1	44839	47163	-	2325	11309
ZCP4_0041	CP006818.1	47548	49032	+	1485	47301
ZCP4_0042	CP006818.1	49044	49490	+	447	3645
ZCP4_0043	CP006818.1	49583	51106	-	1524	2065
ZCP4_0044	CP006818.1	51400	52149	+	750	458
ZCP4_0045	CP006818.1	52355	52570	+	216	5781
ZCP4_0046	CP006818.1	52699	53208	+	510	12570
ZCP4_0047	CP006818.1	53259	54113	+	855	6180
ZCP4_0048	CP006818.1	54240	54890	-	651	1348
ZCP4_0049	CP006818.1	55066	57483	-	2418	4005
ZCP4_0050	CP006818.1	58120	58878	+	759	2644
ZCP4_0051	CP006818.1	58918	59571	-	654	739
ZCP4_0052	CP006818.1	59568	60521	-	954	2130
ZCP4_0053	CP006818.1	60766	60900	-	135	1
ZCP4_0054	CP006818.1	61190	62800	+	1611	707
ZCP4_0055	CP006818.1	62993	63241	+	249	8939
ZCP4_0056	CP006818.1	63349	64470	-	1122	5179
ZCP4_0057	CP006818.1	64876	65472	+	597	15244
ZCP4_0058	CP006818.1	65491	67128	+	1638	15450
ZCP4_0059	CP006818.1	67121	68563	+	1443	6548
ZCP4_0060	CP006818.1	68586	69710	-	1125	7339
