ZMO1_ZMO1784	e462c8185bdfef84979f8a23cd7c0495	1134	SignalP_EUK	SignalP-noTM	SignalP-noTM	1	28	-	T	30-04-2025	-	-	-	-
ZMO1_ZMO1784	e462c8185bdfef84979f8a23cd7c0495	1134	SignalP_GRAM_POSITIVE	SignalP-TM	SignalP-TM	1	28	-	T	30-04-2025	-	-	-	-
ZMO1_ZMO1784	e462c8185bdfef84979f8a23cd7c0495	1134	SignalP_GRAM_NEGATIVE	SignalP-noTM	SignalP-noTM	1	28	-	T	30-04-2025	-	-	-	-
ZMO1_ZMO1730	1212f622991f913d0aa036f5460aa6b7	774	SignalP_GRAM_POSITIVE	SignalP-TM	SignalP-TM	1	39	-	T	30-04-2025	-	-	-	-
ZMO1_ZMO1717	a8c8a961981044a66c83f4f94b585b53	732	SignalP_EUK	SignalP-noTM	SignalP-noTM	1	25	-	T	30-04-2025	-	-	-	-
ZMO1_ZMO1717	a8c8a961981044a66c83f4f94b585b53	732	SignalP_GRAM_NEGATIVE	SignalP-noTM	SignalP-noTM	1	20	-	T	30-04-2025	-	-	-	-
ZMO1_ZMO1717	a8c8a961981044a66c83f4f94b585b53	732	SignalP_GRAM_POSITIVE	SignalP-TM	SignalP-TM	1	39	-	T	30-04-2025	-	-	-	-
ZMO1_ZMO1790	87d94c320f15a336910ae93d6b35fe49	1788	SignalP_EUK	SignalP-noTM	SignalP-noTM	1	22	-	T	30-04-2025	-	-	-	-
ZMO1_ZMO1790	87d94c320f15a336910ae93d6b35fe49	1788	SignalP_GRAM_NEGATIVE	SignalP-noTM	SignalP-noTM	1	31	-	T	30-04-2025	-	-	-	-
ZMO1_ZMO1790	87d94c320f15a336910ae93d6b35fe49	1788	SignalP_GRAM_POSITIVE	SignalP-TM	SignalP-TM	1	30	-	T	30-04-2025	-	-	-	-
ZMO1_ZMO1752	34666e5ac88feec1a4c0ef49f4d7936a	282	SignalP_GRAM_POSITIVE	SignalP-TM	SignalP-TM	1	27	-	T	30-04-2025	-	-	-	-
ZMO1_ZMO1752	34666e5ac88feec1a4c0ef49f4d7936a	282	SignalP_EUK	SignalP-noTM	SignalP-noTM	1	25	-	T	30-04-2025	-	-	-	-
ZMO1_ZMO1752	34666e5ac88feec1a4c0ef49f4d7936a	282	SignalP_GRAM_NEGATIVE	SignalP-noTM	SignalP-noTM	1	25	-	T	30-04-2025	-	-	-	-
ZMO1_ZMO1769	979729efdc2f0d7515f146af8fc9f2b3	252	SignalP_GRAM_POSITIVE	SignalP-TM	SignalP-TM	1	21	-	T	30-04-2025	-	-	-	-
ZMO1_ZMO1815	e03da1fed03ee81478ddae795f94afb2	2208	SignalP_GRAM_NEGATIVE	SignalP-noTM	SignalP-noTM	1	37	-	T	30-04-2025	-	-	-	-
ZMO1_ZMO1815	e03da1fed03ee81478ddae795f94afb2	2208	Phobius	SIGNAL_PEPTIDE_C_REGION	C-terminal region of a signal peptide.	16	20	-	T	30-04-2025	-	-	-	-
