ZMO1_ZMOp33x028	29b9ae194f3078347bf039e700055c9a	1506	SignalP_GRAM_NEGATIVE	SignalP-noTM	SignalP-noTM	1	21	-	T	30-04-2025	-	-	-	-
ZMO1_ZMOp33x028	29b9ae194f3078347bf039e700055c9a	1506	SignalP_GRAM_POSITIVE	SignalP-TM	SignalP-TM	1	37	-	T	30-04-2025	-	-	-	-
ZMO1_ZMOp33x028	29b9ae194f3078347bf039e700055c9a	1506	SignalP_EUK	SignalP-noTM	SignalP-noTM	1	20	-	T	30-04-2025	-	-	-	-
ZMO1_ZMOp36x019	1c2c6bdf86940af8e72528c0a660046a	240	SignalP_GRAM_POSITIVE	SignalP-TM	SignalP-TM	1	48	-	T	30-04-2025	-	-	-	-
ZMO1_ZMOp36x024	1e72b492b5571d8a69277fdef33820ea	258	SignalP_GRAM_POSITIVE	SignalP-TM	SignalP-TM	1	36	-	T	30-04-2025	-	-	-	-
ZMO1_ZMOp36x034	0619de5e3e83af127e3bb6b762266a04	237	SignalP_GRAM_POSITIVE	SignalP-TM	SignalP-TM	1	26	-	T	30-04-2025	-	-	-	-
ZMO1_ZMOp36x041	999011c0211f51e51a0fd195cb502858	1020	SignalP_GRAM_POSITIVE	SignalP-TM	SignalP-TM	1	52	-	T	30-04-2025	-	-	-	-
ZMO1_ZMOp36x022	76eb58460aaf1ccd77dcf9addfb1fae8	363	SignalP_GRAM_POSITIVE	SignalP-TM	SignalP-TM	1	48	-	T	30-04-2025	-	-	-	-
ZMO1_ZMOp33x031	68c77154dd150565204f97239044dc8d	489	SignalP_GRAM_POSITIVE	SignalP-TM	SignalP-TM	1	23	-	T	30-04-2025	-	-	-	-
ZMO1_ZMOp33x031	68c77154dd150565204f97239044dc8d	489	SignalP_EUK	SignalP-noTM	SignalP-noTM	1	23	-	T	30-04-2025	-	-	-	-
ZMO1_ZMOp33x031	68c77154dd150565204f97239044dc8d	489	SignalP_GRAM_NEGATIVE	SignalP-noTM	SignalP-noTM	1	23	-	T	30-04-2025	-	-	-	-
ZMO1_ZMOp36x006	2375c9ada14b9d566931c52f5c2de0d2	918	Phobius	SIGNAL_PEPTIDE	Signal peptide region	1	22	-	T	30-04-2025	-	-	-	-
ZMO1_ZMOp36x006	2375c9ada14b9d566931c52f5c2de0d2	918	Phobius	SIGNAL_PEPTIDE_N_REGION	N-terminal region of a signal peptide.	1	2	-	T	30-04-2025	-	-	-	-
ZMO1_ZMOp36x006	2375c9ada14b9d566931c52f5c2de0d2	918	Phobius	SIGNAL_PEPTIDE_H_REGION	Hydrophobic region of a signal peptide.	3	14	-	T	30-04-2025	-	-	-	-
ZMO1_ZMOp36x006	2375c9ada14b9d566931c52f5c2de0d2	918	SignalP_GRAM_POSITIVE	SignalP-TM	SignalP-TM	1	22	-	T	30-04-2025	-	-	-	-
ZMO1_ZMOp36x006	2375c9ada14b9d566931c52f5c2de0d2	918	Phobius	SIGNAL_PEPTIDE_C_REGION	C-terminal region of a signal peptide.	15	22	-	T	30-04-2025	-	-	-	-
ZMO1_ZMOp36x006	2375c9ada14b9d566931c52f5c2de0d2	918	SignalP_GRAM_NEGATIVE	SignalP-noTM	SignalP-noTM	1	22	-	T	30-04-2025	-	-	-	-
ZMO1_ZMOp36x006	2375c9ada14b9d566931c52f5c2de0d2	918	SignalP_EUK	SignalP-noTM	SignalP-noTM	1	28	-	T	30-04-2025	-	-	-	-
ZMO1_ZMOp36x006	2375c9ada14b9d566931c52f5c2de0d2	918	Phobius	NON_CYTOPLASMIC_DOMAIN	Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.	23	918	-	T	30-04-2025	-	-	-	-
ZMO1_ZMOp39x020	17eef3859012bbcaa6d85ec76c516eb3	231	Phobius	NON_CYTOPLASMIC_DOMAIN	Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.	24	231	-	T	30-04-2025	-	-	-	-
ZMO1_ZMOp39x020	17eef3859012bbcaa6d85ec76c516eb3	231	Phobius	SIGNAL_PEPTIDE	Signal peptide region	1	23	-	T	30-04-2025	-	-	-	-
ZMO1_ZMOp39x020	17eef3859012bbcaa6d85ec76c516eb3	231	SignalP_GRAM_NEGATIVE	SignalP-noTM	SignalP-noTM	1	23	-	T	30-04-2025	-	-	-	-
ZMO1_ZMOp39x020	17eef3859012bbcaa6d85ec76c516eb3	231	Phobius	SIGNAL_PEPTIDE_N_REGION	N-terminal region of a signal peptide.	1	3	-	T	30-04-2025	-	-	-	-
ZMO1_ZMOp39x020	17eef3859012bbcaa6d85ec76c516eb3	231	Phobius	SIGNAL_PEPTIDE_H_REGION	Hydrophobic region of a signal peptide.	4	15	-	T	30-04-2025	-	-	-	-
ZMO1_ZMOp39x020	17eef3859012bbcaa6d85ec76c516eb3	231	SignalP_EUK	SignalP-noTM	SignalP-noTM	1	23	-	T	30-04-2025	-	-	-	-
ZMO1_ZMOp39x020	17eef3859012bbcaa6d85ec76c516eb3	231	SignalP_GRAM_POSITIVE	SignalP-TM	SignalP-TM	1	23	-	T	30-04-2025	-	-	-	-
ZMO1_ZMOp39x020	17eef3859012bbcaa6d85ec76c516eb3	231	Phobius	SIGNAL_PEPTIDE_C_REGION	C-terminal region of a signal peptide.	16	23	-	T	30-04-2025	-	-	-	-
ZMO1_ZMOp36x008	af5374b27275b525b41d810dd0c7d5d2	2505	SignalP_EUK	SignalP-noTM	SignalP-noTM	1	25	-	T	30-04-2025	-	-	-	-
ZMO1_ZMOp36x008	af5374b27275b525b41d810dd0c7d5d2	2505	ProSiteProfiles	PS50842	Expansin, family-45 endoglucanase-like domain profile.	1898	1972	8.618114	T	30-04-2025	IPR007112	Expansin/pollen allergen, DPBB domain	-	MetaCyc:PWY-6788
ZMO1_ZMOp36x008	af5374b27275b525b41d810dd0c7d5d2	2505	SignalP_GRAM_POSITIVE	SignalP-TM	SignalP-TM	1	28	-	T	30-04-2025	-	-	-	-
ZMO1_ZMOp36x005	83d85c4883dd5a3897da2a4049a92d8d	759	SignalP_GRAM_POSITIVE	SignalP-TM	SignalP-TM	1	23	-	T	30-04-2025	-	-	-	-
ZMO1_ZMOp36x005	83d85c4883dd5a3897da2a4049a92d8d	759	SignalP_GRAM_NEGATIVE	SignalP-noTM	SignalP-noTM	1	23	-	T	30-04-2025	-	-	-	-
ZMO1_ZMOp36x027	3884a122c04d3f24f858e3c516c3b6b0	882	SignalP_GRAM_POSITIVE	SignalP-TM	SignalP-TM	1	32	-	T	30-04-2025	-	-	-	-
ZMO1_ZMOp36x048	aa4ff07917f46585768df34af354b116	363	SignalP_GRAM_POSITIVE	SignalP-TM	SignalP-TM	1	48	-	T	30-04-2025	-	-	-	-
ZMO1_ZMOp36x037	517e8cb9e49a2e7f4484c3fd91b1d92b	675	SignalP_GRAM_POSITIVE	SignalP-TM	SignalP-TM	1	36	-	T	30-04-2025	-	-	-	-
ZMO1_ZMOp36x037	517e8cb9e49a2e7f4484c3fd91b1d92b	675	SignalP_GRAM_NEGATIVE	SignalP-noTM	SignalP-noTM	1	19	-	T	30-04-2025	-	-	-	-
ZMO1_ZMOp36x037	517e8cb9e49a2e7f4484c3fd91b1d92b	675	SignalP_EUK	SignalP-noTM	SignalP-noTM	1	25	-	T	30-04-2025	-	-	-	-
ZMO1_ZMOp39x016	98351a466b661028e355feee3abda635	3117	SignalP_GRAM_POSITIVE	SignalP-TM	SignalP-TM	1	23	-	T	30-04-2025	-	-	-	-
ZMO1_ZMOp33x013	82025c78e47daa0570e929bbd65a7d7f	375	SignalP_EUK	SignalP-noTM	SignalP-noTM	1	22	-	T	30-04-2025	-	-	-	-
ZMO1_ZMOp33x013	82025c78e47daa0570e929bbd65a7d7f	375	SignalP_GRAM_POSITIVE	SignalP-TM	SignalP-TM	1	22	-	T	30-04-2025	-	-	-	-
ZMO1_ZMOp33x026	edafd9318050cf132458644aea54e047	285	SignalP_GRAM_POSITIVE	SignalP-TM	SignalP-TM	1	37	-	T	30-04-2025	-	-	-	-
