ZMO1_ZMO1196	ed609ed6f128cbfe2dcde5874cf45f5c	1413	SignalP_EUK	SignalP-noTM	SignalP-noTM	1	29	-	T	30-04-2025	-	-	-	-
ZMO1_ZMO1196	ed609ed6f128cbfe2dcde5874cf45f5c	1413	SignalP_GRAM_POSITIVE	SignalP-TM	SignalP-TM	1	34	-	T	30-04-2025	-	-	-	-
ZMO1_ZMO1196	ed609ed6f128cbfe2dcde5874cf45f5c	1413	SignalP_GRAM_NEGATIVE	SignalP-noTM	SignalP-noTM	1	29	-	T	30-04-2025	-	-	-	-
ZMO1_ZMO1180	36c8201d7f9a6e25409e446c23dadf07	1455	SignalP_GRAM_POSITIVE	SignalP-TM	SignalP-TM	1	20	-	T	30-04-2025	-	-	-	-
ZMO1_ZMO1180	36c8201d7f9a6e25409e446c23dadf07	1455	Phobius	SIGNAL_PEPTIDE_C_REGION	C-terminal region of a signal peptide.	16	20	-	T	30-04-2025	-	-	-	-
ZMO1_ZMO1180	36c8201d7f9a6e25409e446c23dadf07	1455	SignalP_GRAM_NEGATIVE	SignalP-noTM	SignalP-noTM	1	20	-	T	30-04-2025	-	-	-	-
ZMO1_ZMO1180	36c8201d7f9a6e25409e446c23dadf07	1455	Phobius	SIGNAL_PEPTIDE_N_REGION	N-terminal region of a signal peptide.	1	3	-	T	30-04-2025	-	-	-	-
ZMO1_ZMO1180	36c8201d7f9a6e25409e446c23dadf07	1455	Phobius	SIGNAL_PEPTIDE_H_REGION	Hydrophobic region of a signal peptide.	4	15	-	T	30-04-2025	-	-	-	-
ZMO1_ZMO1180	36c8201d7f9a6e25409e446c23dadf07	1455	SignalP_EUK	SignalP-noTM	SignalP-noTM	1	23	-	T	30-04-2025	-	-	-	-
ZMO1_ZMO1180	36c8201d7f9a6e25409e446c23dadf07	1455	Phobius	NON_CYTOPLASMIC_DOMAIN	Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.	21	1455	-	T	30-04-2025	-	-	-	-
ZMO1_ZMO1180	36c8201d7f9a6e25409e446c23dadf07	1455	Phobius	SIGNAL_PEPTIDE	Signal peptide region	1	20	-	T	30-04-2025	-	-	-	-
ZMO1_ZMO1195	519fba43db9d4cda9b163cbec18d5dcb	639	SignalP_GRAM_POSITIVE	SignalP-TM	SignalP-TM	1	36	-	T	30-04-2025	-	-	-	-
ZMO1_ZMO1160	e6bfdb3105b5c7283a9ccb9d3004e8cf	741	SignalP_GRAM_POSITIVE	SignalP-TM	SignalP-TM	1	38	-	T	30-04-2025	-	-	-	-
ZMO1_ZMO1160	e6bfdb3105b5c7283a9ccb9d3004e8cf	741	SignalP_GRAM_NEGATIVE	SignalP-noTM	SignalP-noTM	1	38	-	T	30-04-2025	-	-	-	-
ZMO1_ZMO1160	e6bfdb3105b5c7283a9ccb9d3004e8cf	741	SignalP_EUK	SignalP-noTM	SignalP-noTM	1	38	-	T	30-04-2025	-	-	-	-
ZMO1_ZMO1246	b381ef7cbd9a0efa418d7cdccf5c31a9	147	SignalP_EUK	SignalP-noTM	SignalP-noTM	1	27	-	T	30-04-2025	-	-	-	-
ZMO1_ZMO1246	b381ef7cbd9a0efa418d7cdccf5c31a9	147	SignalP_GRAM_POSITIVE	SignalP-TM	SignalP-TM	1	27	-	T	30-04-2025	-	-	-	-
