ZMO1_ZMO1319	5461530a52aa0ea80d962a5d97ad3ebd	591	SignalP_GRAM_POSITIVE	SignalP-TM	SignalP-TM	1	39	-	T	30-04-2025	-	-	-	-
ZMO1_ZMO1319	5461530a52aa0ea80d962a5d97ad3ebd	591	SignalP_EUK	SignalP-noTM	SignalP-noTM	1	28	-	T	30-04-2025	-	-	-	-
ZMO1_ZMO1369	bc6aeb7166d4e021feb51c9890865217	981	SignalP_EUK	SignalP-noTM	SignalP-noTM	1	22	-	T	30-04-2025	-	-	-	-
ZMO1_ZMO1369	bc6aeb7166d4e021feb51c9890865217	981	SignalP_GRAM_POSITIVE	SignalP-TM	SignalP-TM	1	22	-	T	30-04-2025	-	-	-	-
ZMO1_ZMO1373	5f55246370cd54aaabe22ef120a48c98	513	SignalP_GRAM_POSITIVE	SignalP-TM	SignalP-TM	1	20	-	T	30-04-2025	-	-	-	-
ZMO1_ZMO1373	5f55246370cd54aaabe22ef120a48c98	513	Phobius	SIGNAL_PEPTIDE_C_REGION	C-terminal region of a signal peptide.	16	20	-	T	30-04-2025	-	-	-	-
ZMO1_ZMO1373	5f55246370cd54aaabe22ef120a48c98	513	Phobius	NON_CYTOPLASMIC_DOMAIN	Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.	21	513	-	T	30-04-2025	-	-	-	-
ZMO1_ZMO1373	5f55246370cd54aaabe22ef120a48c98	513	SignalP_GRAM_NEGATIVE	SignalP-noTM	SignalP-noTM	1	20	-	T	30-04-2025	-	-	-	-
ZMO1_ZMO1373	5f55246370cd54aaabe22ef120a48c98	513	Phobius	SIGNAL_PEPTIDE_N_REGION	N-terminal region of a signal peptide.	1	3	-	T	30-04-2025	-	-	-	-
ZMO1_ZMO1373	5f55246370cd54aaabe22ef120a48c98	513	Phobius	SIGNAL_PEPTIDE_H_REGION	Hydrophobic region of a signal peptide.	4	15	-	T	30-04-2025	-	-	-	-
ZMO1_ZMO1373	5f55246370cd54aaabe22ef120a48c98	513	SignalP_EUK	SignalP-noTM	SignalP-noTM	1	20	-	T	30-04-2025	-	-	-	-
ZMO1_ZMO1373	5f55246370cd54aaabe22ef120a48c98	513	Phobius	SIGNAL_PEPTIDE	Signal peptide region	1	20	-	T	30-04-2025	-	-	-	-
ZMO1_ZMO1375	b8e0000d9564851072db71c6f25201eb	741	SignalP_GRAM_POSITIVE	SignalP-TM	SignalP-TM	1	27	-	T	30-04-2025	-	-	-	-
