ZMO1_ZMO0276	0bb615c1458534e36b7cf92db680197b	597	Phobius	SIGNAL_PEPTIDE_N_REGION	N-terminal region of a signal peptide.	1	2	-	T	30-04-2025	-	-	-	-
ZMO1_ZMO0276	0bb615c1458534e36b7cf92db680197b	597	Phobius	SIGNAL_PEPTIDE_C_REGION	C-terminal region of a signal peptide.	14	25	-	T	30-04-2025	-	-	-	-
ZMO1_ZMO0276	0bb615c1458534e36b7cf92db680197b	597	SignalP_GRAM_POSITIVE	SignalP-TM	SignalP-TM	1	44	-	T	30-04-2025	-	-	-	-
ZMO1_ZMO0276	0bb615c1458534e36b7cf92db680197b	597	Phobius	SIGNAL_PEPTIDE	Signal peptide region	1	25	-	T	30-04-2025	-	-	-	-
ZMO1_ZMO0276	0bb615c1458534e36b7cf92db680197b	597	Phobius	NON_CYTOPLASMIC_DOMAIN	Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.	26	597	-	T	30-04-2025	-	-	-	-
ZMO1_ZMO0276	0bb615c1458534e36b7cf92db680197b	597	SignalP_EUK	SignalP-noTM	SignalP-noTM	1	27	-	T	30-04-2025	-	-	-	-
ZMO1_ZMO0276	0bb615c1458534e36b7cf92db680197b	597	Phobius	SIGNAL_PEPTIDE_H_REGION	Hydrophobic region of a signal peptide.	3	13	-	T	30-04-2025	-	-	-	-
ZMO1_ZMO0276	0bb615c1458534e36b7cf92db680197b	597	SignalP_GRAM_NEGATIVE	SignalP-noTM	SignalP-noTM	1	25	-	T	30-04-2025	-	-	-	-
ZMO1_ZMO0278	3518bbb83d4bea6148d005899456ba21	630	SignalP_GRAM_POSITIVE	SignalP-TM	SignalP-TM	1	29	-	T	30-04-2025	-	-	-	-
ZMO1_ZMO0359	2b44a8cbc7e4189aa22c37833dc2f8f2	1932	SignalP_EUK	SignalP-noTM	SignalP-noTM	1	17	-	T	30-04-2025	-	-	-	-
ZMO1_ZMO0359	2b44a8cbc7e4189aa22c37833dc2f8f2	1932	SignalP_GRAM_POSITIVE	SignalP-TM	SignalP-TM	1	46	-	T	30-04-2025	-	-	-	-
ZMO1_ZMO0356	0326788d7676d74c1553cecb7e05f276	1020	SignalP_GRAM_POSITIVE	SignalP-TM	SignalP-TM	1	22	-	T	30-04-2025	-	-	-	-
ZMO1_ZMO0356	0326788d7676d74c1553cecb7e05f276	1020	SignalP_EUK	SignalP-noTM	SignalP-noTM	1	22	-	T	30-04-2025	-	-	-	-
ZMO1_ZMO0251	dd431837925ba3df67b32c028ee4a4d1	459	SignalP_EUK	SignalP-noTM	SignalP-noTM	1	26	-	T	30-04-2025	-	-	-	-
ZMO1_ZMO0251	dd431837925ba3df67b32c028ee4a4d1	459	SignalP_GRAM_POSITIVE	SignalP-TM	SignalP-TM	1	26	-	T	30-04-2025	-	-	-	-
ZMO1_ZMO0251	dd431837925ba3df67b32c028ee4a4d1	459	SignalP_GRAM_NEGATIVE	SignalP-noTM	SignalP-noTM	1	26	-	T	30-04-2025	-	-	-	-
ZMO1_ZMO0360	77e9fadc729986a2036e33820c5a9cb4	1107	SignalP_GRAM_POSITIVE	SignalP-TM	SignalP-TM	1	17	-	T	30-04-2025	-	-	-	-
ZMO1_ZMO0307	8b858fa23ebe52ca28e27328e37d2061	1734	SignalP_GRAM_POSITIVE	SignalP-TM	SignalP-TM	1	26	-	T	30-04-2025	-	-	-	-
ZMO1_ZMO0307	8b858fa23ebe52ca28e27328e37d2061	1734	SignalP_GRAM_NEGATIVE	SignalP-noTM	SignalP-noTM	1	43	-	T	30-04-2025	-	-	-	-
ZMO1_ZMO0307	8b858fa23ebe52ca28e27328e37d2061	1734	SignalP_EUK	SignalP-noTM	SignalP-noTM	1	24	-	T	30-04-2025	-	-	-	-
ZMO1_ZMO2047	50fa3921260161d819a28485821a90be	207	SignalP_GRAM_NEGATIVE	SignalP-noTM	SignalP-noTM	1	17	-	T	30-04-2025	-	-	-	-
ZMO1_ZMO2047	50fa3921260161d819a28485821a90be	207	SignalP_GRAM_POSITIVE	SignalP-TM	SignalP-TM	1	46	-	T	30-04-2025	-	-	-	-
ZMO1_ZMO0265	1b2026fbf653283fc3f44fde04c38957	1431	SignalP_EUK	SignalP-noTM	SignalP-noTM	1	18	-	T	30-04-2025	-	-	-	-
ZMO1_ZMO0265	1b2026fbf653283fc3f44fde04c38957	1431	SignalP_GRAM_POSITIVE	SignalP-TM	SignalP-TM	1	31	-	T	30-04-2025	-	-	-	-
ZMO1_ZMO0342	25c89739ffcb454641b34c8efcd7d901	1203	SignalP_GRAM_POSITIVE	SignalP-TM	SignalP-TM	1	48	-	T	30-04-2025	-	-	-	-
ZMO1_ZMO0342	25c89739ffcb454641b34c8efcd7d901	1203	SignalP_EUK	SignalP-noTM	SignalP-noTM	1	22	-	T	30-04-2025	-	-	-	-
